trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4867.38982646114	-4793.11173216923	-74.2780942919018	80.5885705191916	8.36907062437411	1.38363283040233	1.7084936116056	52.9352291040434	-4793.11173216923
stderr.of.mean	0.492056304091344	0.19857101334065	0.615670249423669	0.499199313235897	0.307500385150291	0.0149624465471435	0.00580502384133102	0.261531775328748	0.19857101334065
stdev	8.57813603299311	5.74786763078864	7.4113927999375	22.9322315390063	2.20494539527123	0.0748623259937821	0.0718369359215517	2.00566048461349	5.74786763078864
variance	73.5844178005348	33.0379823010678	54.9287432349655	525.887243358598	4.86178419612781	0.0056043678531993	0.00516054536259713	4.02267397954003	33.0379823010678
median	-4867.08139319382	-4792.80913973018	-74.4531101891986	76.8968712258896	7.97231440874482	1.38450125065906	1.70597937892873	52.9191494177596	-4792.80913973018
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	77.6023439088245	8.09953240100126	1.38160131461984	1.70698959788625	52.8972688578862	NaN
HPD95.lower	-4902.72765852243	-4817.09419875066	-100.631118358579	31.1728463484942	3.6682497121492	1.10384797139449	1.50552688580668	45.3956945181772	-4817.09419875066
HPD95.upper	-4853.82158403054	-4784.23544168561	-61.6900948742051	123.215669818316	12.632120251593	1.5110451019972	1.83326632495331	56.3071638011005	-4784.23544168561
ACT	29613.2618262872	10741.3951141794	62106.803491189	4264.79172037739	175040.342592686	359518.377092247	58769.8956470183	153030.004691053	10741.3951141794
ESS	303.95165695695	837.973084903847	144.927761437231	2110.53683043718	51.4224313474127	25.0362723396765	153.156644246256	58.8185305108747	837.973084903847
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
