trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5256.77066927799	-5206.18448158256	-50.5861876954261	160.924932113595	8.58453491164269	1.39570202367911	1.72040262963964	60.9165524155278	-5206.18448158256
stderr.of.mean	0.768470109195039	0.295595038495895	0.829936801747614	1.85117749540887	0.31175074904822	0.0309415633272715	0.0168747071485912	0.724958165832955	0.295595038495895
stdev	10.0813538792925	6.87812679534155	8.66865332208814	53.4776979238028	2.10484608175815	0.0738742917383679	0.0734751052665799	2.43956659208421	6.87812679534155
variance	101.633696039526	47.3086282127954	75.1455504185497	2859.86417522951	4.43037702789264	0.00545741097984549	0.00539859109393499	5.95148515721339	47.3086282127954
median	-5256.55300490898	-5205.67651494963	-51.0393709433969	151.154416375199	8.1674371346162	1.39525013150469	1.71899280861438	60.9408075170967	-5205.67651494963
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	153.016884663155	8.34965990819177	1.39370640157938	1.71883354389068	60.8675528431054	NaN
HPD95.lower	-5299.24145152542	-5234.16595810203	-78.705440612219	47.2705575952605	4.05700742044696	1.10038751540506	1.4990399006324	52.9852251458533	-5234.16595810203
HPD95.upper	-5240.94694151597	-5195.71070122887	-35.6172280343379	261.378963487706	12.7359285137783	1.50168269076619	1.84106651826547	64.8988680383888	-5195.71070122887
ACT	52294.8285857167	16622.5033582632	82495.3140005543	10784.3312846622	197431.674433918	1578848.10135525	474716.754042748	794772.883830835	16622.5033582632
ESS	172.120269698301	541.494852249528	109.109227706431	834.636822850714	45.5904556642592	5.70099174979133	18.9607801354099	11.3252479835684	541.494852249528
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
