trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4792.01652713302	-4736.17403614929	-55.842490983725	105.787361243643	10.5358164337241	1.27437743679873	1.54198788407272	52.3372013969433	-4736.17403614929
stderr.of.mean	0.933871816151196	0.209563997132012	1.05843346652535	0.684228934817236	0.44026401475791	0.0110677379484123	0.00933523385189403	0.297861011175001	0.209563997132012
stdev	9.99927774039439	5.70438987425084	9.31326019404214	32.4666165098485	3.03226249051739	0.0508950447860595	0.0670603604665555	1.97061356568159	5.70438987425084
variance	99.9855553295468	32.5400638374555	86.7368154419299	1054.08118759756	9.19461581139875	0.00259030558377501	0.00449709194590436	3.88331782524833	32.5400638374555
median	-4791.47630709613	-4735.70008628339	-56.0104319599049	100.308818277242	10.1335907439876	1.27919046338457	1.5451545772843	52.4620026914264	-4735.70008628339
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	101.249657193747	10.1325148077618	1.27334706158001	1.54051315365757	52.2996570414204	NaN
HPD95.lower	-4831.68602569585	-4762.61635341865	-87.3954036699345	39.7841797800572	4.20319455019555	0.966864453887985	1.31421684654523	44.9074061219985	-4762.61635341865
HPD95.upper	-4776.57166707946	-4727.67093742695	-40.2615003964939	166.56396670204	16.196281338553	1.35936632658491	1.64608734644075	55.2878983343353	-4727.67093742695
ACT	78501.8295717009	12146.6760833727	116242.825514182	3997.34205934812	189729.689468609	425607.466141247	174405.8870438	205620.725338076	12146.6760833727
ESS	114.659748048022	741.025770195788	77.4327358285166	2251.74625197521	47.4411781583041	21.148595163537	51.6094964027189	43.7747701998464	741.025770195788
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
