trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4632.63821016937	-4619.52274707887	-13.1154630904954	169.953876913643	19.0909809797469	1.31623731205445	1.46562038603556	54.698528505105	-4619.52274707887
stderr.of.mean	2.60834493552462	0.173495529267899	2.39338732191977	1.15356975015442	1.2284559455964	0.00378345139673655	0.0131010809244304	0.406630980082748	0.173495529267899
stdev	11.3960910599891	4.49721678595674	11.0233204985339	58.7664201165391	3.88309868108525	0.0102312453102984	0.0347282582828074	1.13481281714702	4.49721678595674
variance	129.870891447562	20.2249588198911	121.513594813397	3453.49213331357	15.078455367046	0.000104678380599502	0.00120605192335738	1.28780012996116	20.2249588198911
median	-4631.88465176983	-4619.07531480673	-12.6849732020364	160.14653117885	18.9952447676683	1.3168477419607	1.46424858547372	54.6814268422888	-4619.07531480673
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	160.942057168628	18.6895224272608	1.3161975638895	1.46521126440262	54.6867755268618	NaN
HPD95.lower	-4680.22025936869	-4641.97008742717	-59.0348196761631	49.0101501040338	9.45888906039247	1.273734085741	1.38864352612938	51.3787360452782	-4641.97008742717
HPD95.upper	-4615.17949370804	-4613.03090058028	4.55363995205184	277.541609859032	26.1544058449119	1.33007333149969	1.52883705265312	56.6185988947613	-4613.03090058028
ACT	452303.828152632	12849.9361208212	407017.555653841	3326.91178636958	864120.596753639	1180677.70289253	1228740.83469258	1108573.51956409	12849.9361208212
ESS	19.0911494940655	671.987776344537	21.2153011093798	2595.50013780881	9.99281816964009	7.31359623277821	7.02751935656177	7.78928943151684	671.987776344537
n.samples	8635	8635	8635	8635	8635	8635	8635	8635	8635
chain.length	9594000	9594000	9594000	9594000	9594000	9594000	9594000	9594000	9594000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
