trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4592.86462967279	-4530.16451486209	-62.7001148106958	94.4442132480612	9.15431925613796	1.16315041356865	1.46376217514318	49.6224057533332	-4530.16451486209
stderr.of.mean	0.600918186814146	0.383060227529185	0.825896617612799	0.781216282360369	0.424896943208789	0.0172162851325807	0.00566808911744478	0.27907099680197	0.383060227529185
stdev	9.32940330549644	5.2716957090845	9.00103793984593	28.8880012995578	2.30550110840801	0.0686758446683391	0.0635489280250394	1.95480791007979	5.2716957090845
variance	87.0377660366079	27.79077564918	81.0186839945458	834.516619083253	5.31533536087055	0.00471637164090984	0.00403846625313163	3.8212739653105	27.79077564918
median	-4592.5575347033	-4529.81073595244	-62.8104794072624	90.1802756885017	8.82144071563773	1.16825357759468	1.46161751837431	49.6030219239114	-4529.81073595244
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	90.424623407069	8.88259206039776	1.16108893080564	1.46238916321133	49.5839191216906	NaN
HPD95.lower	-4633.05457306489	-4554.16076243252	-97.2564342345552	36.6523335757514	3.75998182179476	0.934251895732042	1.27025476612673	43.2503789007066	-4554.16076243252
HPD95.upper	-4578.09665787868	-4522.19527595302	-47.6543343959263	147.902937688875	13.8183345417676	1.26493566209678	1.56654103663775	52.8326861152773	-4522.19527595302
ACT	37339.2391953922	47519.9484030039	75771.9902174931	6581.88192423003	305688.461923826	565605.180012673	71597.7518434759	183427.199675816	47519.9484030039
ESS	241.060080332616	189.415188831119	118.790597609537	1367.54200449334	29.4450105946196	15.9139278034871	125.716237846094	49.0712392486399	189.415188831119
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
