trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5928.30297840336	-5852.36628584893	-75.9366925544234	159.47301894769	5.41704004705166	1.51615765328198	2.01990328878507	70.1447842672608	-5852.36628584893
stderr.of.mean	0.635632434043433	0.187795409474242	0.652685448141803	2.36295513432192	0.17542868397016	0.0160980395861464	0.00766607603584609	0.244013604046809	0.187795409474242
stdev	8.87493307317815	5.73307978227792	7.13680246225076	49.4835729977656	1.31640774604481	0.0879999109251551	0.0855117205314777	2.53950864001049	5.73307978227792
variance	78.7644370533914	32.8682037899639	50.9339493851885	2448.62399662519	1.73292935384677	0.00774398432283523	0.00731225434825355	6.44910413268793	32.8682037899639
median	-5927.99639755298	-5851.86520538972	-76.0011318598504	151.547404217475	5.25957110426845	1.52368026430882	2.0192050771388	70.108616842946	-5851.86520538972
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	152.517510189409	5.26496485306783	1.51355660946585	2.01809478929217	70.0988109692517	NaN
HPD95.lower	-5965.03750203451	-5888.36576768058	-101.125324872765	55.0171696654472	2.48106826561354	1.15465678111752	1.75174345836368	61.401622222458	-5888.36576768058
HPD95.upper	-5914.37087045606	-5843.96492610673	-64.297853344441	252.467954320477	7.72440038841211	1.65303301244717	2.16413890430958	74.3274453646385	-5843.96492610673
ACT	46166.2320206119	9656.87204832085	75273.6563115676	20522.5515024884	159831.677154764	301178.538156726	72333.1635315492	83094.2923230508	9656.87204832085
ESS	194.969344606276	932.082350782012	119.577026559513	438.590688828755	56.31549490208	29.8859276463986	124.438080135595	108.322722877358	932.082350782012
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
