trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4951.71383319976	-4854.4359699917	-97.2778632080663	70.3194182791576	4.5178637113564	1.21106950392019	1.78122900987432	53.2105186802739	-4854.4359699917
stderr.of.mean	0.219485140240882	0.0679834033679743	0.259080290919284	0.458753833132948	0.0595890070280514	0.00571794615744876	0.00335508215067014	0.0656394455624803	0.0679834033679743
stdev	6.7372190548006	4.47642929801709	5.58248622534163	18.9891753607091	0.927273735139857	0.0833891641263511	0.0852453307144763	2.07918472258022	4.47642929801709
variance	45.3901205923683	20.0384192601458	31.164152456129	360.588780879761	0.859836579880222	0.00695375269369152	0.00726676640862043	4.32300911061097	20.0384192601458
median	-4951.29547321572	-4854.05125188648	-97.3454842854181	67.4561343823968	4.38429347886508	1.21489927175348	1.7784476191914	53.16034067968	-4854.05125188648
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	67.9866610523506	4.4274924206335	1.20815656430159	1.77919814815378	53.1699113940004	NaN
HPD95.lower	-4981.18538913907	-4875.39042054227	-119.084945318857	28.5763763411965	2.24408797321899	0.893697308844897	1.52407530903895	45.9506077803162	-4875.39042054227
HPD95.upper	-4941.40235624556	-4847.89012474326	-88.0554007369946	105.321105003836	6.24237798199378	1.34648769048413	1.92419343864261	56.650165905131	-4847.89012474326
ACT	9551.93619378262	2075.79685542545	19384.5594767173	5252.78597609849	37167.1177762818	42315.8808868094	13941.439588425	8969.87025769689	2075.79685542545
ESS	942.322039992141	4336.16612168689	464.338640803833	1713.56686546089	242.176432786079	212.709739496544	645.629164973263	1003.47047854749	4336.16612168689
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
