trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4810.21141358514	-4713.62300230529	-96.5884112798473	54.9024093776972	6.60817254152144	1.35957358381083	1.78013984452787	50.5311809171117	-4713.62300230529
stderr.of.mean	0.410569941527787	0.118804937477168	0.454932808804451	0.935814598060927	0.458466850199242	0.0267465810194348	0.00786856759977733	0.271052953980192	0.118804937477168
stdev	7.7153910270192	5.03898683711522	6.21667855099223	15.1728311799738	2.5385123516557	0.127894901460835	0.0889224248675026	2.18157754537019	5.03898683711522
variance	59.5272586998084	25.3913883446205	38.6470922063668	230.214806015986	6.44404495950857	0.0163571058196767	0.00790719764431664	4.75928058646343	25.3913883446205
median	-4809.86447203101	-4713.19813257284	-96.8363606578584	52.4164249372474	5.93817870042141	1.34983977486823	1.77294299062446	50.418758419296	-4713.19813257284
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	53.0046404608435	6.19492037691282	1.35366442200336	1.77793677918089	50.4843673101337	NaN
HPD95.lower	-4848.13739663324	-4738.07347252387	-118.805935846576	21.966094119507	2.34538924701965	0.921799719100505	1.53566323050411	43.3119632528882	-4738.07347252387
HPD95.upper	-4798.07075239534	-4706.19542488872	-85.7060380397903	83.2065752125012	11.9961166895093	1.61355119052008	1.93459647392094	54.3205561332034	-4706.19542488872
ACT	25485.9556173433	5002.93702842	48197.0211833304	34236.4624438737	293561.988334443	393615.860749094	70471.135645829	138934.30206025	5002.93702842
ESS	353.17490680533	1799.14317307381	186.7542802233	262.906835504866	30.6613265943189	22.8674728271114	127.726052908199	64.7860166029887	1799.14317307381
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
