trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4912.22810685945	-4856.29395934227	-55.9341475171717	99.5470615520406	11.9289645962061	1.39225407035182	1.6323779577669	53.6904699140328	-4856.29395934227
stderr.of.mean	1.06726993049934	0.157411327918024	1.1491701666541	0.80209417351797	0.690988746046258	0.0287750477389533	0.021721965005171	0.714259480982959	0.157411327918024
stdev	10.1658434064742	5.32655791046786	9.75445009658099	30.8170786474194	3.52877975856762	0.0715518105978703	0.0754052276830865	2.24881633793496	5.32655791046786
variance	103.344372164954	28.3722191735678	95.1492966866889	949.692336361235	12.4522865844766	0.00511966159983351	0.00568594836193811	5.05717492176321	28.3722191735678
median	-4911.74722058488	-4856.24845710074	-55.7058125668591	93.8742796182947	11.7007483034047	1.39337353652698	1.63220857966073	53.707610823737	-4856.24845710074
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	95.2680695573465	11.4049743482974	1.39039097229021	1.63064490559015	53.6433723235189	NaN
HPD95.lower	-4948.96594861132	-4879.58462818314	-89.7106793236336	37.1805813444476	3.97894722228961	1.11671464671599	1.41262122961541	46.3088086771768	-4879.58462818314
HPD95.upper	-4896.32364736199	-4847.51799752731	-40.0317900817693	157.452757180975	18.158668512498	1.49142434614809	1.7620846319703	57.3545845708599	-4847.51799752731
ACT	99198.2978812485	7859.9749739298	124912.415692932	6096.917154691	345092.360528268	1455570.86422535	746857.61291337	907917.853329934	7859.9749739298
ESS	90.7374440111383	1145.16904059552	72.0584895430001	1476.31987964189	26.0828723829796	6.1838280919358	12.0518286810903	9.91389250358652	1145.16904059552
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
