trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5325.51311502705	-5263.27369863175	-62.2394163952965	158.599763633193	6.41928247167517	1.30234515085299	1.72966679416424	60.7852836737295	-5263.27369863175
stderr.of.mean	0.682127061538182	0.22883407596906	0.785941237704044	1.40534617783891	0.294802527055982	0.0153181205324037	0.00514929927955024	0.150026643692924	0.22883407596906
stdev	9.75034076110477	6.67184141551424	8.53467621547687	52.8165564742727	1.51648405761838	0.0680055669443631	0.0707640897474972	2.15399207518682	6.67184141551424
variance	95.0691449576612	44.513467873771	72.8406981030266	2789.58863780004	2.29972389701071	0.00462475713542425	0.00500755639779184	4.63968185996763	44.513467873771
median	-5325.21828954471	-5262.65978425225	-62.5985325450046	150.188707166583	6.17597415087079	1.29971819161892	1.72801754059132	60.7599488272264	-5262.65978425225
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	150.802293964189	6.25400666231898	1.30055495691983	1.7282259150461	60.7471361016851	NaN
HPD95.lower	-5366.97642811903	-5293.22398117068	-88.7125939117432	55.878448809135	3.13401780412616	0.993506521215159	1.53818282557528	54.2785023717825	-5293.22398117068
HPD95.upper	-5309.84006920055	-5253.35473853056	-47.7817223621293	253.864916756529	9.27983732752564	1.40684440133554	1.84970533632879	64.3700182018134	-5253.35473853056
ACT	44048.7384514682	10587.4766809818	76321.791776583	6371.90030666017	340117.681512786	456630.102272786	47655.4881723305	43660.7396741631	10587.4766809818
ESS	204.341833987302	850.155355351894	117.934862252037	1412.60841614107	26.4643695087097	19.7117972625968	188.876461981689	206.157753331112	850.155355351894
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
