trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4907.55448740654	-4873.47904217269	-34.0754452338561	158.116511869664	12.7286423641493	1.28242165906231	1.51119977183032	54.3430287733877	-4873.47904217269
stderr.of.mean	2.47222493443324	0.125780008049731	2.48184690510284	0.979160478239238	1.08068631320871	0.0107367082509693	0.0165211201924207	0.514291575452553	0.125780008049731
stdev	11.6605108555331	4.69404987696028	11.0202726366179	52.4151677945886	3.87211232860636	0.0338096035949985	0.0635831340027543	1.95525678268295	4.69404987696028
variance	135.967513412005	22.0341042473908	121.446408985389	2747.34981493488	14.9932538853454	0.00114308929525093	0.00404281492961221	3.82302908622769	22.0341042473908
median	-4907.89497047404	-4873.13922301654	-34.9425429600882	149.299229481515	11.6955685407828	1.28937731862576	1.50991154017517	54.3094316043135	-4873.13922301654
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	150.356528753489	12.1971566683249	1.28197369397258	1.5098723532825	54.3080512103982	NaN
HPD95.lower	-4947.4976213536	-4896.51410257342	-69.0897781528412	48.6381247189032	6.02857493857248	1.18404719214697	1.36982925907145	48.7396312665582	-4896.51410257342
HPD95.upper	-4887.91034216397	-4866.50820656081	-14.6585417928313	254.369296809382	20.4769686009213	1.34314476512072	1.62379466917192	57.7662994835432	-4866.50820656081
ACT	404560.347383278	6462.05039553303	456465.335797537	3140.77116276778	701045.024557247	907621.240177552	607627.785133325	622663.950012916	6462.05039553303
ESS	22.2488438578299	1392.90154812504	19.7189124652224	2865.85667453337	12.8394035827937	9.91713239130367	14.8133449789907	14.4556305207862	1392.90154812504
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
