trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4824.43482187761	-4732.94125822164	-91.4935636559755	60.1059444177096	6.41318549350551	1.37784354809974	1.79497276839512	51.0676667094937	-4732.94125822164
stderr.of.mean	0.381044085167647	0.107854987192027	0.387305667910747	0.485450825727749	0.191767124082265	0.0104259183402807	0.00429519538078374	0.110968871673678	0.107854987192027
stdev	7.76861761142684	5.34596487691777	6.02380293886895	16.1025491743549	1.87583505344221	0.0945146380575415	0.0820774797442786	2.03545746525404	5.34596487691777
variance	60.3514195925713	28.5793404652384	36.2862018463262	259.292089912518	3.51875714772254	0.00893301680714808	0.00673671268117247	4.14308709285839	28.5793404652384
median	-4824.04769228625	-4732.37713686532	-91.5357240376346	57.7578320428733	6.09666515320194	1.3809262987652	1.78954098257803	51.0418222294627	-4732.37713686532
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	58.1209999949894	6.16503774896847	1.37455340969266	1.79310777279675	51.0270745974704	NaN
HPD95.lower	-4864.20433464035	-4760.17937367515	-114.05893285193	24.519425932871	2.6177909876513	1.02317411934502	1.5308273934929	43.8770301810718	-4760.17937367515
HPD95.upper	-4812.35544102198	-4724.99756834678	-81.4724642878356	90.3235839870053	10.0398091479467	1.52722316024243	1.93863995102098	54.4203338371267	-4724.99756834678
ACT	21652.3711664168	3663.28548395123	37205.6329458878	8179.81957077303	94059.2518688571	109514.844557691	24646.7878385457	26749.8149260649	3663.28548395123
ESS	415.705048228654	2457.08395903982	241.925732404314	1100.39101989011	95.6949988561436	82.1897710429422	365.199719288496	336.488309353851	2457.08395903982
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
