trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5712.77282405465	-5672.84672626633	-39.9260977883225	254.521579292134	8.11558344192876	1.48858484063966	1.84120362558674	68.5651098747765	-5672.84672626633
stderr.of.mean	1.47772028233537	0.183676373579331	1.41586355108191	3.04975252158766	0.426437609984639	0.0333196118643016	0.0100176243861713	0.420671206231894	0.183676373579331
stdev	10.8983655992625	5.52840600531233	9.80542981766934	90.7989475893859	2.10970076401449	0.0716927554924853	0.0742708774122073	2.48970714700334	5.52840600531233
variance	118.774372735189	30.5632729595734	96.146453909239	8244.44888334005	4.45083731368332	0.00513985119010528	0.00551616323157913	6.19864167783951	30.5632729595734
median	-5712.61022683734	-5672.24400856466	-40.1485617995119	237.385690671923	7.69583981500481	1.49435269497528	1.83355108307764	68.3702386120817	-5672.24400856466
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	240.37390727041	7.85916437059943	1.48683201410745	1.83971810787889	68.520144538945	NaN
HPD95.lower	-5755.02096750323	-5700.82107819713	-71.2387733961653	77.040778416369	4.08447650568443	1.25287080452689	1.62948519114496	60.8075381600225	-5700.82107819713
HPD95.upper	-5694.8474953691	-5664.93834499704	-23.4001103935756	423.605519023229	12.3192732781838	1.5819224951136	1.9752132250334	72.944282870316	-5664.93834499704
ACT	165464.269776579	9934.57371382802	187651.498325991	10153.3667243767	367715.371588102	1943980.15043108	163732.495942267	256939.896978492	9934.57371382802
ESS	54.3984511710823	906.027803434729	47.9665767675531	886.503978861513	24.4781716933023	4.6301913103403	54.9738153577884	35.0315389157078	906.027803434729
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
