trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5477.19207579817	-5419.29306276022	-57.8990130379432	175.988958333254	6.72359724151211	1.3553983473885	1.76873179084453	63.8462318636374	-5419.29306276022
stderr.of.mean	0.789012773731019	0.202506807890134	0.99264293175357	2.64856216607716	0.344885209764787	0.021192790421621	0.00539059235556383	0.223969393940381	0.202506807890134
stdev	9.79708873207536	6.18936854164041	8.70179325318636	58.1373416873939	1.6510711830899	0.0871478462173763	0.0683245124087371	2.25746281112296	6.18936854164041
variance	95.982947624158	38.3082829442479	75.7212058211997	3379.95049847679	2.72603605162989	0.00759474710032747	0.00466823899589167	5.09613834360319	38.3082829442479
median	-5477.07096635444	-5418.9944574949	-58.1945840484771	165.770783748275	6.49615477159649	1.34961212069436	1.76678624658537	63.7894424545633	-5418.9944574949
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	167.456919340944	6.53197917961437	1.3525498434978	1.76741693815791	63.80634645101	NaN
HPD95.lower	-5520.12166099695	-5449.81023388992	-88.5067625055962	55.4207201966056	3.28170285994829	1.03535473744874	1.5445944807585	56.3606422069179	-5449.81023388992
HPD95.upper	-5461.38274132068	-5409.71018703757	-43.1135298510185	283.553924711628	9.95751845199189	1.48936907106908	1.88567361721219	67.5725981134564	-5409.71018703757
ACT	58373.6015981136	9634.4976139299	117114.614116167	18678.9520074921	392699.229848503	532237.504342266	56022.4895289652	88588.7644300887	9634.4976139299
ESS	154.196413337136	934.246948900172	76.8563348641683	481.879282969929	22.9208496371955	16.9116229626158	160.667618945178	101.604306797882	934.246948900172
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
