trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5491.25786280764	-5415.71784676166	-75.5400160459818	132.570343852626	5.58806573212534	1.39120616516808	1.87922562413582	63.0737591431485	-5415.71784676166
stderr.of.mean	0.562245952917786	0.147811072903541	0.594756360777105	1.56522434981906	0.158257212959145	0.0114054678869426	0.00575050387029849	0.156269153295532	0.147811072903541
stdev	8.95760336509048	5.87214180910086	7.57904643563205	41.3685355040604	1.47058875131584	0.0848033729236057	0.0832537168044471	2.38476185737311	5.87214180910086
variance	80.2386580462804	34.4820494261903	57.4419448734669	1711.3557297507	2.16263127549667	0.00719161205922015	0.00693118136175507	5.68708911638165	34.4820494261903
median	-5491.03705020847	-5415.31309745602	-75.9117696944234	125.834508494495	5.32119262664977	1.3948212134835	1.88083577878622	63.0964792665523	-5415.31309745602
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	126.751120854827	5.41765117900861	1.38857343323947	1.87737571001389	63.0285684349591	NaN
HPD95.lower	-5532.77243397725	-5440.02871118943	-101.649087876947	46.7026155533215	2.47090374550528	1.0897154301516	1.60437503787609	55.2031796808525	-5440.02871118943
HPD95.upper	-5476.94675348863	-5406.63823682131	-62.6456656077678	208.883171819122	8.28410162813016	1.51814474505886	2.01543351450095	66.974906529298	-5406.63823682131
ACT	35457.7785608823	5702.47477457491	55423.1951211332	12884.1390085487	104228.635206333	162795.525590936	42938.5170656169	38645.5051493577	5702.47477457491
ESS	253.851210237126	1578.43749526643	162.404927762237	698.610903998146	86.3582256659264	55.2902173897411	209.625311145353	232.911950955559	1578.43749526643
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
