trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4382.08948536796	-4267.94643549106	-114.143049876906	28.9336531920852	3.86764389937336	1.43259150437351	2.06648169109027	42.9270554197899	-4267.94643549106
stderr.of.mean	0.148973527428392	0.084075491540186	0.165088584196638	0.134282354334996	0.0613781633648933	0.00613493137399219	0.00409048955663961	0.0451806594858658	0.084075491540186
stdev	6.11245221236195	5.00541062844879	4.48965775321084	6.8930856163322	1.09937975645929	0.113953499395021	0.12379310819862	1.92778908829229	5.00541062844879
variance	37.3620720484085	25.0541355593881	20.1570267409662	47.5146293140859	1.20863584891249	0.0129854000243711	0.0153247336374752	3.7163707689388	25.0541355593881
median	-4381.75143649607	-4267.56436590256	-114.24471256693	27.9942005343364	3.68985457845282	1.43231803461081	2.05804435586153	42.9094638087658	-4267.56436590256
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	28.1577107035027	3.72672382928322	1.42803728101537	2.06281438604136	42.8837755425398	NaN
HPD95.lower	-4408.17422447359	-4292.36092063644	-132.968601739055	11.3397204145964	1.59207817396192	1.05452251579421	1.68845045719194	36.0604050131659	-4292.36092063644
HPD95.upper	-4372.73191166409	-4260.43988554166	-106.814541974835	41.6722781384794	5.89309676748158	1.62559119546077	2.28778724382523	46.1317329269793	-4260.43988554166
ACT	5346.00982904339	2539.22924474106	12168.8662624877	3415.49027133221	28052.7092211842	26085.94589729	9826.52912735951	4943.43240748165	2539.22924474106
ESS	1683.68564365521	3544.77643900872	739.674494389581	2635.34640269643	320.860275170957	345.051700844595	915.989754199066	1820.79965053784	3544.77643900872
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
