trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5320.06555363132	-5265.53087819339	-54.5346754379282	136.287062853054	9.97187962345758	1.47585115373757	1.76680794053722	61.6719668591648	-5265.53087819339
stderr.of.mean	1.09012386647577	0.378159289973681	1.27810976361735	2.01090732876818	0.556963166579495	0.0253712072624337	0.0102351404274058	0.470973783326645	0.378159289973681
stdev	10.8889593007247	7.04702827852972	10.0242106644326	42.8511604645615	3.32406870109061	0.0686511791121517	0.0712015883357711	2.17116450413961	7.04702827852972
variance	118.569434652839	49.6606075583975	100.484799444925	1836.2219531596	11.0494327295702	0.00471298439348874	0.00506966618153662	4.71395530403579	49.6606075583975
median	-5319.8495173057	-5264.96710559491	-55.0461198105141	129.295413303612	9.26804155524594	1.47187151172839	1.7695907687563	61.7591880357266	-5264.96710559491
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	130.211680622092	9.47724530204879	1.47422261361422	1.76537281610986	61.6337307389151	NaN
HPD95.lower	-5361.33474493866	-5294.55861019607	-88.4886384302592	45.4749096595493	3.48768341464462	1.15315918560466	1.60018054981879	55.7268117318918	-5294.55861019607
HPD95.upper	-5302.44915787375	-5254.61405042979	-37.1775000042486	217.891386484049	16.1681531076062	1.57606583891049	1.88349491442234	65.2177777295744	-5254.61405042979
ACT	90203.0974307562	25916.7192011844	146311.491990755	19819.899251348	252671.042414443	1229217.59682932	185973.366039831	423497.166991321	25916.7192011844
ESS	99.7859303768316	347.304762231967	61.5194328041487	454.139543589648	35.6233936187912	7.32254405014821	48.399403590255	21.2539792507855	347.304762231967
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
