trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4517.98703731542	-4472.43956150292	-45.5474758124982	138.728857959124	9.97361067338745	1.06327942197841	1.34144554547173	47.9372526319715	-4472.43956150292
stderr.of.mean	0.711753697420131	0.213260133760351	0.756157181338981	0.794525557827841	0.243572421453662	0.00959126742876227	0.00539842632972635	0.180432931724146	0.213260133760351
stdev	10.2925868312409	6.331582657269	9.07411148661822	47.3962148540712	2.1965995727264	0.0430584740586844	0.0564132109695656	1.77811421449254	6.331582657269
variance	105.937343678635	40.0889389458296	82.3394992715768	2246.40118249328	4.82504968290181	0.0018540321882624	0.00318245037189672	3.16169015978042	40.0889389458296
median	-4517.59860081475	-4471.7480551119	-45.5680062031095	130.24076291097	9.61776767675185	1.06036416185288	1.33807153332699	47.8616067877363	-4471.7480551119
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	131.572561752541	9.74423548133454	1.06240658317172	1.34026683908106	47.9043799389511	NaN
HPD95.lower	-4561.44744046591	-4506.42849377259	-77.8776853288681	42.3719564374969	5.46215383866648	0.949899071437645	1.15564593950225	41.104692097173	-4506.42849377259
HPD95.upper	-4501.40595523307	-4463.3206992021	-30.380701871418	228.712966141611	14.1819795221908	1.13160161691684	1.43862601239156	50.9405444948711	-4463.3206992021
ACT	43038.0800340232	10210.2716503203	62496.8955119767	2529.12869371255	110661.599140703	446557.342979511	82416.7002305556	92673.3383824508	10210.2716503203
ESS	209.140370408819	881.563224590367	144.023153890501	3558.93317029561	81.338061892233	20.1564259137331	109.213302338243	97.1261007438196	881.563224590367
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
