trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4703.04335176522	-4631.35902672191	-71.6843250433148	73.0991410572965	10.0120404220174	1.31806109132575	1.59875985468876	50.0151919498222	-4631.35902672191
stderr.of.mean	0.943075569073429	0.240476983964445	1.04587895981115	0.588376390417092	0.648430554733898	0.0166393045287688	0.00893999460835288	0.24936206968015	0.240476983964445
stdev	10.3489675150387	6.8447976815722	8.89336732565564	21.1168496817	3.09923172994527	0.0734109115113582	0.06691433895442	1.84088055985404	6.8447976815722
variance	107.101128627327	46.8512553016561	79.0919823890394	445.921340479515	9.60523731589958	0.00538916192892847	0.004477528757707	3.38884123564854	46.8512553016561
median	-4702.88335627465	-4630.93547947679	-71.8172934690564	69.7063473985673	9.62309275472381	1.33179087805853	1.59456346915027	49.9607650483439	-4630.93547947679
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	70.3449171502699	9.54777581392558	1.31592938947868	1.59737071458155	49.9814348645893	NaN
HPD95.lower	-4744.82911636038	-4664.33042178765	-100.380758749207	27.4814583177485	3.38942963553382	0.96237399618715	1.40940380728466	43.8432422747752	-4664.33042178765
HPD95.upper	-4686.76560898424	-4620.76235881839	-56.8021598562638	111.420787657333	15.504998648583	1.4111572980633	1.71517759969922	53.1256448002905	-4620.76235881839
ACT	74737.9954312159	11108.8296049533	124472.351915721	6987.06401758351	393968.362013361	462372.09030059	160649.22469965	165139.919616317	11108.8296049533
ESS	120.434056975531	810.256374441695	72.3132475723964	1288.23780308127	22.8470122676875	19.4670054460866	56.0289040723867	54.5052947882785	810.256374441695
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
