trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5514.5463408963	-5431.65782429341	-82.8885166028941	111.003072566259	5.61352256623373	1.4414765187595	1.92904529399358	62.8234317963936	-5431.65782429341
stderr.of.mean	0.675071471680961	0.143298596601318	0.639279159895709	1.46423356425222	0.219646007947609	0.011954306838179	0.00647474969311094	0.172882245018757	0.143298596601318
stdev	8.80146434005785	5.65656309853785	7.15849672464349	32.821039918232	1.62655943932531	0.0930468687697834	0.0894332405728633	2.42531842776719	5.65656309853785
variance	77.4657745293099	31.9967060877402	51.2440753567315	1077.22066131418	2.64569560965826	0.0086577197878613	0.00799830451936363	5.88216947606713	31.9967060877402
median	-5514.12713878417	-5431.10484986843	-83.2526034703357	105.728969462989	5.27975743791074	1.44780174337545	1.92849221340468	62.821567081936	-5431.10484986843
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	106.567533751928	5.40281806488568	1.4384093417976	1.92697585429915	62.7765888491118	NaN
HPD95.lower	-5553.96045016262	-5456.94381072202	-107.958031418238	39.0152736926574	2.35169613661773	1.04624073480948	1.66184992239717	53.7406816282325	-5456.94381072202
HPD95.upper	-5500.76718416353	-5423.43596990655	-70.528720325029	171.365342778589	8.70282591306268	1.5819350607321	2.07729197317702	66.795074697944	-5423.43596990655
ACT	52945.8770816255	5775.91916189046	71776.1131892658	17912.5965838648	164115.370007167	148555.171969977	47172.6785001103	45730.4798098852	5775.91916189046
ESS	170.003794367659	1558.3666854946	125.403837015601	502.495545961653	54.8455638226139	60.5902836006214	190.809601790557	196.82714980074	1558.3666854946
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
