trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5929.63865825333	-5822.1324290217	-107.506229231631	111.23229995786	2.93590960061643	1.48908132649639	2.36996196400251	69.9218725155477	-5822.1324290217
stderr.of.mean	0.208002181434614	0.0832795813615353	0.222943651688166	0.860958951077819	0.046210443285636	0.00885277318736354	0.00421292499621758	0.072951680821656	0.0832795813615353
stdev	6.80477577663381	5.23130451786755	5.08529754649724	32.0030655346196	0.62044655181056	0.12317649231402	0.107796149041362	2.57858781033307	5.23130451786755
variance	46.3049733702623	27.3665469586614	25.8602511364109	1024.19620361316	0.384953923653613	0.0151724482587857	0.0116200097481475	6.64911509559831	27.3665469586614
median	-5929.34656131954	-5821.72739529849	-107.667650368272	105.835733063092	2.84780661589465	1.48943963573736	2.36932271637246	69.929434974969	-5821.72739529849
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	107.017190814721	2.87639419902654	1.48395843626429	2.36750881409756	69.8742230566393	NaN
HPD95.lower	-5958.79189545844	-5849.08422699138	-127.8921839344	44.6874817824596	1.57514342266034	1.07150857429556	1.99318323958777	60.8992689050998	-5849.08422699138
HPD95.upper	-5919.09928040526	-5814.25271388271	-98.9371983817104	170.018344288253	4.03847145492842	1.68323408189913	2.54982683771811	74.1662690397974	-5814.25271388271
ACT	8409.12183262108	2280.86493226387	17298.1630599865	6513.64722215644	49924.5343396494	46488.49791567	13746.8586261022	7203.59451330952	2280.86493226387
ESS	1070.38525296219	3946.30996017202	520.344268277873	1381.8678987377	180.292117273721	193.617785120263	654.76777239195	1249.51508352803	3946.30996017202
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
