trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4681.17871134193	-4630.84805523558	-50.3306561063456	114.860059311071	10.5782033722718	1.21917514483744	1.48512711196635	49.6239497681829	-4630.84805523558
stderr.of.mean	1.20597968971713	0.149175223521358	1.23124826180962	0.604001288513398	0.455561887317674	0.00832928708864552	0.0112893619796582	0.323073212982029	0.149175223521358
stdev	10.3272209709647	5.06058832816139	9.45752361119509	36.0659816130433	2.99384143101831	0.0375428358532249	0.0662754609491348	1.87315133237799	5.06058832816139
variance	106.651492983132	25.6095542271233	89.4447528563125	1300.75502971237	8.96308651408176	0.00140946452390219	0.00439243672402029	3.50869591398945	25.6095542271233
median	-4681.00428925974	-4630.42649275519	-50.7977172503742	109.025138302691	9.98088171689489	1.22087290283444	1.48074243177078	49.5249392092327	-4630.42649275519
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	109.724345809789	10.2131812323823	1.21858867261274	1.48365494862523	49.5887065544684	NaN
HPD95.lower	-4721.04463384312	-4654.90063599055	-82.0400181993386	38.5713280517944	4.83694753559477	1.03898029214055	1.304658162099	43.2741417919605	-4654.90063599055
HPD95.upper	-4664.33425157039	-4623.4427543215	-33.9307016511905	182.344196985874	16.1910193027351	1.2724253938894	1.59955956268761	52.900130048874	-4623.4427543215
ACT	122731.361562502	7820.48846165093	152538.298063827	2524.19394366928	208391.347399563	443000.297168503	261141.435398717	267731.008884529	7820.48846165093
ESS	73.339038086171	1150.95112589679	59.0081318216472	3565.89081539264	43.1927722159298	20.318270794695	34.4679119430322	33.6195647919218	1150.95112589679
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
