trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4512.46038979688	-4466.427626906	-46.0327628908754	107.635625997544	13.0586566173773	1.15893652419439	1.37393747885855	48.1746893196175	-4466.427626906
stderr.of.mean	0.832568940817448	0.241054099885051	0.873372832255596	0.779206800659011	0.4665443297684	0.0199410788045796	0.0159695657772167	0.564476797786394	0.241054099885051
stdev	9.99029429730205	6.3036660144458	9.66061834251372	34.6163189554221	3.30657564160065	0.0595229075268749	0.0655344026430003	2.10884566623266	6.3036660144458
variance	99.805980146706	39.736205221679	93.3275467597126	1198.28953802352	10.9334424736267	0.0035429765204529	0.00429475792977488	4.44723004398829	39.736205221679
median	-4512.28974477522	-4466.08449608523	-46.1702584093747	101.802814714757	12.5163835200607	1.18594973554506	1.3806865364199	48.4411321490185	-4466.08449608523
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	102.646470773316	12.6600691250109	1.15735864053621	1.37234721787683	48.1276463140616	NaN
HPD95.lower	-4552.53306309323	-4497.76400782023	-87.0908386666128	33.3530653546777	4.53327267113367	0.966810273264759	1.17189574063865	41.3708981258617	-4497.76400782023
HPD95.upper	-4496.4974600638	-4456.52720674116	-30.1129705020901	172.280330704449	19.6091756803861	1.21869367273248	1.469576935401	51.1464491847384	-4456.52720674116
ACT	62506.6682851657	13160.886961115	73558.3553912679	4560.22430546284	179172.523685191	1010116.64914269	534429.015374012	644829.800433953	13160.886961115
ESS	144.0006362031	683.920470299171	122.365432888247	1973.8064176399	50.2364972869105	8.91085203638544	16.8422741675071	13.9587221216243	683.920470299171
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
