trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5579.71821393253	-5513.72278367711	-65.9954302554179	150.963469271269	6.62895578625561	1.48161717578903	1.90032562563331	65.1584796102489	-5513.72278367711
stderr.of.mean	0.73184886759412	0.183404629760654	0.793409210453049	1.80688876940414	0.261839490907205	0.0131503014008686	0.0056440947347061	0.179709579636047	0.183404629760654
stdev	9.72076987967615	6.02091107235208	8.11467049109166	47.6676452992618	1.83449449577004	0.0755392992029221	0.0737360163379847	2.20936482932515	6.02091107235208
variance	94.4933670536191	36.2513701411719	65.8478771789937	2272.20440837623	3.36537005501059	0.00570618572406858	0.00543700010539554	4.88129294905894	36.2513701411719
median	-5579.66196948602	-5513.25049929673	-66.4803917867162	143.145163585987	6.25728313887216	1.47387090193744	1.89852144504368	65.1130075128732	-5513.25049929673
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	144.145035050104	6.41266455156947	1.47967262561304	1.89889825117487	65.121083877744	NaN
HPD95.lower	-5620.39084286618	-5540.725280928	-94.2029876176767	52.3042449876915	2.8688610430219	1.08455842505024	1.70526017930704	58.3344917428331	-5540.725280928
HPD95.upper	-5563.89475806886	-5504.63237117784	-51.8853911628384	238.638306382102	10.4407181205808	1.59660565632074	2.02434297282128	68.8729762373932	-5504.63237117784
ACT	51013.3671365785	8351.00353565624	86038.9696655049	12931.7691462568	183349.602950927	272752.044614311	52731.6974934365	59545.6565630479	8351.00353565624
ESS	176.443949992588	1077.83453348672	104.615385737339	696.037788658281	49.0920070462824	33.0006692075507	170.694296369282	151.161319221824	1077.83453348672
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
