trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5444.07719124923	-5370.01658897803	-74.0606022712034	94.1355048219786	9.60618623093559	1.58865329035186	1.89693792537707	61.4321552745356	-5370.01658897803
stderr.of.mean	1.42669482007648	0.2116212589189	1.77419020881215	1.40686969153188	0.88757128895697	0.0317743449480503	0.0086068942247286	0.256893842278394	0.2116212589189
stdev	10.5926208138268	6.18089070462237	9.90061950052721	26.5529698316978	3.7037114803628	0.0983572073036712	0.0813609046590206	2.2858275231593	6.18089070462237
variance	112.203615705517	38.2034099024872	98.0222664942197	705.060206883055	13.7174787297712	0.00967414022857735	0.00661959680693424	5.22500746563257	38.2034099024872
median	-5443.79958450087	-5369.51113491967	-74.5904438216736	89.8211931389044	8.83451898894655	1.60279994035722	1.89600776574837	61.4661430630961	-5369.51113491967
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	90.7290336513885	8.94894212841957	1.58545457117325	1.89520221605475	61.3896261577912	NaN
HPD95.lower	-5484.50005119187	-5396.77618037006	-105.286141468733	36.5212005584558	2.71179600026209	1.12804744958438	1.66189080025362	53.660556089966	-5396.77618037006
HPD95.upper	-5427.11691710326	-5360.6435754681	-57.3301732670206	143.946085846543	17.6760753561048	1.73350731488482	2.03524525038414	65.183337979904	-5360.6435754681
ACT	163266.777503987	10550.1579856511	289013.493942467	25265.2760242835	516862.113582696	939254.615400244	100717.258916984	113674.480348399	10550.1579856511
ESS	55.1306281510957	853.162579389042	31.1438745548393	356.259713582736	17.4147026130594	9.58313097685914	89.3689929291961	79.1822401335196	853.162579389042
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
