Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-43733.67176333075	-43479.46088976288	-254.21087356786813	1238.358915157396	0.2540569075302738	70.32139487141811	43.06887601504391	67.0816999424523	1774.933122681485	-43479.46088976288
1000	-43744.10652290098	-43488.9275335481	-255.17898935287334	1236.3961270652833	0.2540569075302738	70.32139487141811	43.06887601504391	67.70580614217437	1799.1591504485334	-43488.9275335481
2000	-43731.416195461454	-43478.102717040914	-253.31347842054174	1593.3492165478133	0.2540569075302738	70.32139487141811	43.06887601504391	68.51787397049071	1827.6665148628942	-43478.102717040914
3000	-43728.66285914719	-43474.1339588212	-254.5289003259876	1593.3492165478133	0.2540569075302738	70.32139487141811	43.06887601504391	67.67359880353294	1800.6222594032592	-43474.1339588212
4000	-43726.42888845593	-43473.62817484405	-252.800713611875	1593.3492165478133	0.2540569075302738	70.32139487141811	43.06887601504391	67.38614089072992	1787.1140633512912	-43473.62817484405
5000	-43723.98241448949	-43469.19489757926	-254.78751691022367	1261.7440074323638	0.2540569075302738	70.32139487141811	43.06887601504391	68.18286101434202	1803.4984567140557	-43469.19489757926
6000	-43724.82503631187	-43469.059962312946	-255.76507399892296	1261.7440074323638	0.2540569075302738	70.32139487141811	43.06887601504391	67.8829325736064	1783.1568842754432	-43469.059962312946
7000	-43730.105757998885	-43474.408100665685	-255.69765733320133	1261.7440074323638	0.2540569075302738	70.32139487141811	43.06887601504391	67.22365590667081	1753.4838167709265	-43474.408100665685
8000	-43735.42508582629	-43479.20153411067	-256.2235517156225	1716.423496519596	0.2540569075302738	70.32139487141811	43.06887601504391	69.45559094730753	1813.820672352953	-43479.20153411067
9000	-43726.12114397938	-43468.88800636473	-257.2331376146464	1716.423496519596	0.2540569075302738	70.32139487141811	43.06887601504391	68.31784808788075	1790.8403284585684	-43468.88800636473
10000	-43724.86601742015	-43469.40087424084	-255.46514317930692	1326.8105675729928	0.2540569075302738	70.32139487141811	43.06887601504391	68.07772906316114	1809.091020308655	-43469.40087424084
11000	-43725.50682014829	-43471.24892059598	-254.25789955231144	1606.7672626004298	0.2540569075302738	70.32139487141811	43.06887601504391	68.00342072722025	1808.6366706655624	-43471.24892059598
12000	-43728.88454147669	-43474.793743496164	-254.09079798052994	1606.7672626004298	0.2540569075302738	70.32139487141811	43.06887601504391	68.1876982858831	1805.759231616844	-43474.793743496164
13000	-43722.15202218369	-43468.67846113959	-253.47356104409621	1606.7672626004298	0.2540569075302738	70.32139487141811	43.06887601504391	67.92087190611053	1805.907526686734	-43468.67846113959
14000	-43731.29108208043	-43473.473276820376	-257.81780526005946	3837.5915766909015	0.31864614059515567	70.32139487141811	43.06887601504391	67.67993940987054	1800.477961266253	-43473.473276820376
15000	-43728.04354484339	-43476.61757284817	-251.42597199522294	1782.7552118512774	0.31864614059515567	70.32139487141811	43.06887601504391	65.12365787737755	1745.3151085688294	-43476.61757284817
16000	-43723.7998797527	-43468.16500094382	-255.63487880887806	2779.1143819603067	0.31864614059515567	70.32139487141811	43.06887601504391	67.53966400783705	1795.159023312916	-43468.16500094382
17000	-43728.16226876027	-43470.79792558923	-257.3643431710478	2721.4945267138714	0.31864614059515567	70.32139487141811	43.06887601504391	68.75961144082018	1807.024043222278	-43470.79792558923
18000	-43731.28387027179	-43477.450902677636	-253.83296759415413	1756.1138912779747	0.2804543399584124	70.32139487141811	43.06887601504391	66.77532432232081	1765.106238664878	-43477.450902677636
19000	-43731.50312495526	-43478.515232481834	-252.98789247343197	1972.7473566511346	0.2804543399584124	67.768377986087	43.06887601504391	67.1128768684658	1789.5502802303597	-43478.515232481834
20000	-43733.77563078474	-43478.98265467068	-254.79297611405676	1972.7473566511346	0.2804543399584124	67.768377986087	43.06887601504391	68.19544315706877	1796.2665661216201	-43478.98265467068
21000	-43722.94783303201	-43469.12365764312	-253.82417538889567	1620.9269812319094	0.2804543399584124	67.768377986087	43.06887601504391	67.77170516893908	1789.4039649575855	-43469.12365764312
22000	-43725.02422440986	-43471.562883577375	-253.46134083248424	1857.2988770825773	0.31153028834240526	68.11611585186441	43.06887601504391	66.7048584956865	1766.117361427094	-43471.562883577375
23000	-43729.54348592001	-43474.696381200956	-254.84710471905197	1776.1808364002763	0.31153028834240526	72.07549425750041	43.06887601504391	66.20036510948297	1755.396059232688	-43474.696381200956
24000	-43732.31622923071	-43478.53999974507	-253.7762294856377	2280.1130395578507	0.31153028834240526	69.35650563706501	43.06887601504391	67.40265311707583	1812.6358158183814	-43478.53999974507
