Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-53936.517944326944	-53613.16604007207	-323.351904254874	10730.22097362382	0.10584974337504577	56.51556198800362	32.9948694982821	1163.5235192486743	7815.300904919359	-53613.16604007207
1000	-53921.155149356484	-53606.05232881554	-315.10282054094233	11741.53738812686	0.10584974337504577	56.51556198800362	32.9948694982821	863.705819132562	5910.0083042565	-53606.05232881554
2000	-53925.98237956361	-53605.667226537655	-320.3151530259599	9201.009597949984	0.0704212471498025	56.51556198800362	44.08603059004701	3218.741779468878	10892.827946257852	-53605.667226537655
3000	-53930.44896150141	-53613.447052587486	-317.00190891392646	4714.748263744512	0.1426920822835878	56.51556198800362	44.08603059004701	1237.8979169248385	7274.402624595737	-53613.447052587486
4000	-53936.816754074614	-53617.318333694435	-319.4984203801781	7354.53861811814	0.13267318784180268	56.51556198800362	44.08603059004701	1234.8639739947384	7887.361319211575	-53617.318333694435
5000	-53935.34552685791	-53613.50585350856	-321.83967334934914	8772.795424052842	0.05757433575745945	56.51556198800362	44.08603059004701	1205.230716983544	8064.352201378968	-53613.50585350856
6000	-53932.0968047529	-53606.80155299768	-325.2952517552237	7491.173225512079	0.08443408352750167	56.51556198800362	34.43403460014932	1532.1768460883795	8820.309664716628	-53606.80155299768
7000	-53927.65329288478	-53611.2136819602	-316.43961092458096	6717.0106608790575	0.08443408352750167	56.51556198800362	34.43403460014932	522.9337519166838	5827.8587237775755	-53611.2136819602
8000	-53926.432102277686	-53606.049574184246	-320.38252809344124	7874.359643334007	0.12283172525660163	56.51556198800362	34.43403460014932	865.5143161976396	6800.340918366135	-53606.049574184246
9000	-53929.55194290535	-53609.24818452648	-320.3037583788788	19702.827085167464	0.09437014810371014	56.51556198800362	34.43403460014932	840.3414232257417	6438.2286048054875	-53609.24818452648
10000	-53937.65591371029	-53614.13038056303	-323.52553314725463	21097.65506325594	0.173777893107214	56.51556198800362	34.43403460014932	914.8703631730027	7064.492091738095	-53614.13038056303
11000	-53930.099940858134	-53610.69067222832	-319.40926862981655	12391.865450502653	0.13259887866886194	56.30685854623503	34.43403460014932	714.4289025333935	6506.930017266967	-53610.69067222832
