Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-43629.25534194331	-43360.692745523585	-268.5625964197257	1287.5359211581608	0.18544568667022496	68.9015423113204	44.88954936118242	96.09208917480746	1976.850152381896	-43360.692745523585
1000	-43635.56401787725	-43370.136740089314	-265.4272777879342	2503.8183029440233	0.18544568667022496	68.9015423113204	44.88954936118242	92.90134968680032	1983.445381400305	-43370.136740089314
2000	-43622.416392090636	-43358.459392175115	-263.9569999155204	1496.5557301364786	0.15005112394342562	68.9015423113204	44.88954936118242	93.94829355889388	1990.1145441993967	-43358.459392175115
3000	-43622.82919172089	-43355.44532218724	-267.38386953365415	1194.1395739848908	0.15005112394342562	68.9015423113204	44.88954936118242	93.01778099620489	1972.8772509084092	-43355.44532218724
4000	-43624.44689687993	-43356.49516560307	-267.9517312768577	1194.1395739848908	0.11892956126068019	68.9015423113204	44.88954936118242	96.52001064898526	1987.2529802315028	-43356.49516560307
5000	-43629.320424206664	-43362.173005638586	-267.1474185680809	1264.562108198035	0.11892956126068019	68.9015423113204	44.88954936118242	98.54722568597711	2015.041666665346	-43362.173005638586
6000	-43624.48102124346	-43357.127748865714	-267.3532723777486	1325.086072256536	0.18658131419503463	68.9015423113204	44.88954936118242	96.73080425243268	1992.4519982162174	-43357.127748865714
7000	-43620.63577409714	-43352.69954147517	-267.936232621968	1312.6727408465542	0.12128295423369473	68.9015423113204	44.88954936118242	92.62865055249651	1972.9616857840776	-43352.69954147517
8000	-43628.85648462402	-43364.51699289942	-264.33949172459376	2098.7812431529655	0.17287510306379567	68.9015423113204	44.88954936118242	91.94997369204155	2001.9229783455255	-43364.51699289942
9000	-43627.33727401209	-43361.62440427548	-265.71286973661114	2479.532351299581	0.17287510306379567	68.9015423113204	44.88954936118242	90.6464291390981	1976.7093248238345	-43361.62440427548
10000	-43635.856827356874	-43366.68853980022	-269.1682875566536	2736.567105959674	0.17287510306379567	68.9015423113204	44.88954936118242	96.47346848809505	1994.5570776740628	-43366.68853980022
11000	-43627.628122020215	-43361.234676878215	-266.39344514200076	3262.598498481875	0.17287510306379567	68.9015423113204	42.645618415165266	90.84742104254272	1977.4748227881714	-43361.234676878215
12000	-43640.3313451376	-43373.04971180169	-267.2816333359182	2635.564619751568	0.17287510306379567	68.9015423113204	42.645618415165266	95.1708848078786	2000.0700755662363	-43373.04971180169
13000	-43631.21291174893	-43364.74576353054	-266.4671482183894	2635.564619751568	0.17008028859866506	68.9015423113204	42.645618415165266	96.24200423559974	2023.1835137436592	-43364.74576353054
14000	-43626.02366975504	-43359.02792054377	-266.99574921127265	2635.564619751568	0.17008028859866506	68.9015423113204	42.645618415165266	98.33657734566705	2007.6029707157843	-43359.02792054377
15000	-43627.05569489458	-43362.63663488485	-264.4190600097293	2139.7416058187646	0.17008028859866506	68.9015423113204	42.645618415165266	88.1146653127382	1952.9392894239043	-43362.63663488485
16000	-43625.126444942245	-43359.64564055441	-265.4808043878397	2264.290266775617	0.17008028859866506	68.9015423113204	42.645618415165266	94.51736833828	1984.4979873137456	-43359.64564055441
17000	-43622.012870727034	-43356.836811723944	-265.1760590030914	1626.1834315652916	0.15083329028838555	68.9015423113204	42.645618415165266	96.91549047567163	1974.118571964837	-43356.836811723944
18000	-43619.39075157783	-43355.23579700361	-264.15495457421537	1626.1834315652916	0.10708846394256705	68.9015423113204	38.71337385074348	92.08812604344193	1966.6718178342971	-43355.23579700361
19000	-43636.97722835628	-43370.31056101543	-266.66666734084714	2508.653643273349	0.10890972861421591	68.9015423113204	38.71337385074348	89.87580581652551	1970.3649713183058	-43370.31056101543
20000	-43622.67596416558	-43355.66503596262	-267.0109282029567	1772.0053358111086	0.19782657205654605	68.9015423113204	49.411546702494654	94.146353363558	1974.501198465879	-43355.66503596262
21000	-43624.552857050156	-43355.517781183706	-269.0350758664535	1212.1808435364296	0.19782657205654605	68.9015423113204	49.411546702494654	95.18006201518706	1999.2927482609139	-43355.517781183706
22000	-43627.183738459156	-43356.73750245286	-270.44623600629956	1770.2588265995837	0.22974022555935233	64.92101307353632	49.411546702494654	94.21315735344209	1991.6908618689315	-43356.73750245286
23000	-43631.46652523877	-43368.33972107671	-263.1268041620667	2359.2491106731472	0.1308317657075052	64.38689111587449	38.36875582750303	96.60081864369779	1988.285984782242	-43368.33972107671
24000	-43625.0712196612	-43356.29106425253	-268.78015540866636	1790.301334352595	0.1819477034828772	65.9625177357795	46.85855239637785	94.35624432791752	2009.4766751348407	-43356.29106425253
25000	-43627.3079128426	-43360.509858388185	-266.79805445442236	1569.5149600903796	0.15941607627353957	65.9625177357795	46.85855239637785	91.74576698358753	2017.2222977746244	-43360.509858388185
26000	-43623.822001233064	-43356.30131268378	-267.52068854928297	3530.6092248305954	0.19628201434724388	71.90084324011683	43.40700425337382	89.36258105299797	1970.184007514112	-43356.30131268378
27000	-43625.75695531988	-43359.863565530315	-265.89338978956556	2218.6828798751108	0.144908607201509	69.89311722756558	38.55490256050443	94.99652063450573	1968.7070270372453	-43359.863565530315
28000	-43628.45591717908	-43369.03614878641	-259.41976839267926	2466.998592385591	0.07306039752641443	61.681324515458094	37.90142227189743	98.98342123035027	1984.934311321241	-43369.03614878641
29000	-43635.316656755465	-43369.36317612604	-265.95348062942463	2091.4114966337097	0.27661651096707257	61.681324515458094	50.597563606404975	92.11723601989245	1973.6211003553406	-43369.36317612604
30000	-43625.82527010839	-43361.46053991962	-264.36473018876876	1401.3538933010307	0.1974372047423859	61.681324515458094	50.597563606404975	96.84211733074855	2002.9839782658	-43361.46053991962
31000	-43636.792109321636	-43366.9000270369	-269.8920822847393	907.6190465217237	0.2105974289110057	69.84632309190707	50.597563606404975	92.10427693260702	1961.6555765800454	-43366.9000270369
32000	-43633.45736260079	-43365.36181333679	-268.0955492640004	2328.8629778066875	0.25308289132492445	67.11945328209235	50.597563606404975	91.40849556571101	1989.896166132815	-43365.36181333679
33000	-43632.53542865335	-43366.35302263305	-266.18240602030335	1701.098827044436	0.23718776985928341	67.11945328209235	50.597563606404975	96.71961403880692	1989.8025080592245	-43366.35302263305
34000	-43625.73955523453	-43358.0752652573	-267.6642899772329	1714.8675431987162	0.18138758205442118	75.17779460792624	46.38279737749728	96.75443714179093	2014.6102044860759	-43358.0752652573
35000	-43627.71485102709	-43363.494918420765	-264.21993260632826	1595.0850786315864	0.18138758205442118	63.717486104116716	47.25372726175714	93.3101753771368	1978.2834708816108	-43363.494918420765
36000	-43638.572810700076	-43372.03363519089	-266.53917550918123	1678.3835286233027	0.16481514887775345	64.8993784325971	47.25372726175714	98.86395130532787	1956.618909301692	-43372.03363519089
37000	-43635.33285536045	-43365.19530747626	-270.1375478841954	1552.2935409100432	0.16821605309498383	64.21087116755034	47.25372726175714	99.79373326957423	2018.6738668983917	-43365.19530747626
38000	-43635.74498593832	-43371.06249650122	-264.68248943710546	1708.066941452341	0.1408078546017513	70.122019978726	44.06680667791007	89.98586348092833	1978.5879364257505	-43371.06249650122
39000	-43621.40137390413	-43356.6947164993	-264.70665740482735	2054.1262815659966	0.1408078546017513	70.122019978726	40.07271329539863	91.71727653466745	1964.4155538251862	-43356.6947164993
40000	-43628.98013228711	-43361.27036777439	-267.7097645127212	1450.2222183977985	0.1205832445783416	66.16640376545176	43.55044800747615	93.79193645601327	2007.5110440755313	-43361.27036777439
41000	-43619.00576860227	-43356.38390109807	-262.6218675042014	1784.9787437717077	0.14601179644135215	67.16695376895004	43.55044800747615	92.50263721052397	1965.830253825807	-43356.38390109807
42000	-43628.6858519209	-43356.10949680666	-272.57635511423643	3651.1437360731984	0.12711431021083944	74.87875340421367	37.61252141951989	91.59392601011974	1977.1986200176248	-43356.10949680666
43000	-43620.263346482694	-43351.732421778994	-268.5309247036979	2002.3908005897815	0.2212371767477603	67.74016728838953	46.30737204330068	96.28545828630894	1999.011797752106	-43351.732421778994
44000	-43629.04537449867	-43359.72108316169	-269.32429133698383	2644.065046954278	0.13194711804023593	62.97415272184602	35.80183418627396	94.29591292186569	1974.0603861564778	-43359.72108316169
45000	-43621.781009766084	-43353.794110367606	-267.9868993984752	2035.489344897033	0.13076157409016392	75.0179743412437	39.97845479727881	95.18499300328662	1986.0186411153609	-43353.794110367606
46000	-43621.835306875364	-43355.109278181946	-266.72602869341944	1877.6658285232386	0.14836429790842073	73.7941471025403	39.97845479727881	91.9083728166321	1965.3396807349077	-43355.109278181946
47000	-43634.194653826686	-43369.74050590861	-264.45414791807394	1856.16585192896	0.14514318143067154	73.7941471025403	41.85262929052133	94.6035169710767	1993.4890947932358	-43369.74050590861
48000	-43632.70250107052	-43364.333639132594	-268.36886193792327	1749.9299525552149	0.21669841163631193	78.2381829215321	50.07089034069796	93.62658378886113	1985.0166540589564	-43364.333639132594
49000	-43627.93740977174	-43364.31155217619	-263.62585759555134	2173.980336278544	0.24866374511735398	67.66495055950416	48.612655486825346	92.38878198364671	1979.4415795590483	-43364.31155217619
50000	-43624.826124498184	-43359.870043601215	-264.956080896968	2173.980336278544	0.23566259526090225	68.98469073165613	48.612655486825346	91.40233906272658	1974.5908259470211	-43359.870043601215
51000	-43633.07713008833	-43366.026435882406	-267.0506942059226	1903.6808902925052	0.20184792400365326	68.98469073165613	48.612655486825346	91.80036806236244	1965.1509244715216	-43366.026435882406
52000	-43644.8845736052	-43377.2805295434	-267.6040440618017	1572.0748425706433	0.19257542481806644	68.98469073165613	48.612655486825346	91.1937846387122	1968.2162273872348	-43377.2805295434
53000	-43615.83899988149	-43350.777472304595	-265.0615275768961	1321.0378320399695	0.13356081296461048	63.55592565578683	42.0379299805972	93.50447222932289	1973.8529634889435	-43350.777472304595
54000	-43638.66381903077	-43373.68839179113	-264.97542723964045	2144.8837343155183	0.14117214155548846	66.46161276710306	42.057356561754844	90.35539127282898	1954.9145657762201	-43373.68839179113
55000	-43627.50630948864	-43360.03071188711	-267.4755976015279	1791.1137354677685	0.1359771463972489	75.36276792416517	38.523814515723615	94.34593009881019	1967.0381223646987	-43360.03071188711
56000	-43639.13043398567	-43370.684221279276	-268.4462127063988	1207.2506399666709	0.08363045947983629	68.24350705947515	41.52862710555687	93.16373415168648	1988.904443144431	-43370.684221279276
57000	-43627.13778137116	-43362.719905461025	-264.4178759101308	2096.827563789929	0.17341223693910024	70.84906029480075	44.20190598637014	92.49558668601242	1971.6233476407342	-43362.719905461025
58000	-43627.880287062755	-43362.13258439959	-265.74770266316955	2546.482247387071	0.1504133055354691	68.27532770669688	41.98171063514322	94.58124375066508	1989.7493095408793	-43362.13258439959
59000	-43630.07355930833	-43363.50740696409	-266.56615234423833	1311.7163569776542	0.169645699001713	66.75003371844835	47.224537054692924	93.466099378783	1977.2668267846866	-43363.50740696409
60000	-43623.96573249426	-43359.39457100819	-264.5711614860704	1758.2366269482168	0.119218894982735	67.7511279796007	42.0652317781998	91.06184520976075	1991.7248812804278	-43359.39457100819
61000	-43625.30965680898	-43360.40681196289	-264.9028448460972	1833.3420363100856	0.18970390053779143	68.71958274170932	46.51233560367841	93.33043389914492	1977.709653572846	-43360.40681196289
62000	-43627.97892220617	-43366.191499874236	-261.7874223319372	1683.1553517563889	0.13883991659966885	63.20761297569804	47.565255456105405	88.08077267921487	1963.1726567150592	-43366.191499874236
63000	-43630.14944330246	-43364.662119120774	-265.4873241816928	1404.5105079988882	0.207261467408529	72.59211653663469	47.565255456105405	91.8422066765315	1974.6355073607206	-43364.662119120774
