Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-48149.67839525944	-47865.300878975584	-284.377516283858	3259.5720206775445	0.12205888510541166	64.83834571600825	37.63744725990678	385.28258359595907	2963.9777224734344	-47865.300878975584
1000	-48146.98696892333	-47865.10841750923	-281.87855141409483	3318.9977375285534	0.12205888510541166	64.83834571600825	37.63744725990678	211.24320717978827	2575.4934935762567	-47865.10841750923
2000	-48155.670095677575	-47874.18678549678	-281.48331018079364	1960.331894520019	0.1134972748035552	64.83834571600825	37.63744725990678	221.22628182413035	2612.4204671493294	-47874.18678549678
3000	-48151.57626155373	-47869.1470822593	-282.42917929443496	1960.331894520019	0.09694382136191586	64.83834571600825	37.63744725990678	212.48974689622554	2629.2232061300456	-47869.1470822593
4000	-48149.43139647306	-47867.71539689766	-281.71599957539655	1960.331894520019	0.09694382136191586	68.33643423126546	37.63744725990678	235.0779829595281	2611.7886851561857	-47867.71539689766
5000	-48157.14024717864	-47874.48491867481	-282.65532850383266	1960.331894520019	0.12997715350356995	68.33643423126546	37.63744725990678	204.21514756936938	2557.0333709344422	-47874.48491867481
6000	-48156.99629969927	-47873.712850480224	-283.28344921904807	1863.9763196628292	0.0851370951339869	68.33643423126546	37.63744725990678	202.95797871720225	2590.9635060787978	-47873.712850480224
7000	-48150.82321138557	-47865.76821621456	-285.0549951710142	1863.9763196628292	0.0851370951339869	68.33643423126546	37.63744725990678	278.2220286603871	2717.0737079850583	-47865.76821621456
8000	-48145.61183221315	-47861.47720591151	-284.13462630163656	1863.9763196628292	0.0851370951339869	68.33643423126546	37.63744725990678	223.22348897782683	2587.630459147231	-47861.47720591151
9000	-48148.539777562866	-47863.412776163714	-285.12700139915046	1189.360467719277	0.0851370951339869	68.33643423126546	37.63744725990678	197.56384406251607	2537.363443314735	-47863.412776163714
10000	-48151.776565817316	-47866.85184259597	-284.9247232213462	1600.9109517581908	0.08740848380111156	68.33643423126546	37.63744725990678	215.89283383579232	2627.567434638967	-47866.85184259597
11000	-48155.29431398144	-47870.22436535623	-285.06994862520554	2305.827242323753	0.08740848380111156	68.33643423126546	37.63744725990678	210.47851328973968	2629.1754727423254	-47870.22436535623
12000	-48145.888361525365	-47859.97657821672	-285.9117833086405	2699.200051374307	0.08708909340056416	68.33643423126546	37.63744725990678	216.22332565872614	2606.4677197425126	-47859.97657821672
13000	-48148.077008115186	-47862.25819077318	-285.8188173420031	2699.200051374307	0.08708909340056416	68.33643423126546	31.807353850518567	315.6869348788148	2793.77675473483	-47862.25819077318
14000	-48151.989369829396	-47867.14525618908	-284.84411364032206	2699.200051374307	0.08708909340056416	68.33643423126546	31.807353850518567	191.40728568117518	2566.8581036129253	-47867.14525618908
15000	-48140.76537568751	-47857.96707507014	-282.7983006173684	2834.5949233181227	0.11384020556626971	68.33643423126546	35.376799139674205	209.16177531957175	2585.497609461378	-47857.96707507014
16000	-48143.28004462712	-47863.12904701514	-280.1509976119762	2584.994776251943	0.1358631143476374	58.95453166973779	35.376799139674205	193.39086575378587	2518.5311363250266	-47863.12904701514
17000	-48152.84782466406	-47869.050822919875	-283.7970017441873	3047.2070916651774	0.18102721849434739	58.95453166973779	41.60478129313789	328.0305581312632	2783.712721699188	-47869.050822919875
18000	-48163.48901784248	-47879.065965988586	-284.4230518538942	2989.7116296704667	0.11255125919553169	71.28056627350549	34.64402135129033	514.2382377920226	3167.858885383163	-47879.065965988586
19000	-48146.37711149196	-47863.350290173716	-283.0268213182418	2545.2785958265636	0.14419188927182924	62.065144344624656	41.31384712490005	188.33684514691592	2567.244535134858	-47863.350290173716
