Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-52011.27865037218	-51666.70935333264	-344.5692970395389	14669.45114115223	0.09054640431351142	58.81280948527814	33.42443137683873	1453.3730524538155	10505.299702166021	-51666.70935333264
1000	-52008.88712546158	-51665.60784052059	-343.27928494098546	5368.413188019208	0.1118778740352023	58.81280948527814	53.761772359832655	1804.1371677951502	11432.136412224001	-51665.60784052059
2000	-52005.820044554464	-51669.32918657105	-336.4908579834177	4003.228547845251	0.21491271289588407	58.81280948527814	53.761772359832655	1024.0687266644993	8304.676344809142	-51669.32918657105
3000	-51993.84991501309	-51660.089298626386	-333.76061638670103	13102.826779461908	0.19159269328269676	58.81280948527814	53.761772359832655	1873.5287469527393	9312.350477493217	-51660.089298626386
4000	-51992.96226259282	-51661.5875563781	-331.37470621471687	6652.190102549846	0.3015310406918825	58.81280948527814	53.761772359832655	1050.3840617366286	7122.826653719918	-51661.5875563781
5000	-51988.254604244794	-51657.1046331621	-331.14997108269415	6641.90324568093	0.06242147981191368	58.81280948527814	42.26316555654502	1645.993533970668	8602.605701914888	-51657.1046331621
6000	-51987.773512776665	-51655.648527143516	-332.12498563315097	13042.472683867692	0.10779423255604964	58.81280948527814	42.26316555654502	1172.4586788357851	8501.4235279719	-51655.648527143516
7000	-51988.303573125224	-51652.629035348225	-335.6745377770006	10047.17831825598	0.08458726389623751	58.81280948527814	42.26316555654502	4214.537266441861	15192.24120364871	-51652.629035348225
8000	-51982.70976781905	-51652.37996265769	-330.3298051613635	10047.17831825598	0.1004288902957798	58.81280948527814	42.26316555654502	2292.4860483836987	11066.330324052822	-51652.37996265769
9000	-51987.31550925174	-51657.16546676184	-330.1500424899022	7092.341682451071	0.06986839489607446	58.81280948527814	42.26316555654502	1316.0357613091833	8744.075256881384	-51657.16546676184
10000	-52000.837380377256	-51662.05749026204	-338.77989011521606	4108.240581652822	0.13672162106197142	57.43225065995369	42.26316555654502	1990.8594728193416	10693.254447785468	-51662.05749026204
11000	-51995.704409147096	-51660.571613775326	-335.1327953717698	5262.160592028172	0.0665187682078803	79.68984658226148	42.26316555654502	1452.2539221291622	9658.325619518633	-51660.571613775326
12000	-51994.41663133882	-51660.1779955192	-334.23863581961524	8574.619445338232	0.0665187682078803	79.68984658226148	42.26316555654502	753.796438924817	7440.054884374228	-51660.1779955192
13000	-51999.59665758668	-51655.193595827084	-344.40306175958955	6257.462892981247	0.0665187682078803	79.68984658226148	42.26316555654502	3302.9982647541237	14326.732089777857	-51655.193595827084
14000	-51991.14851988602	-51655.915545740354	-335.2329741456653	6257.462892981247	0.06308730399525293	69.6760805206866	42.26316555654502	3146.3755898134714	12762.607596788694	-51655.915545740354
15000	-51980.227645201994	-51653.550849777836	-326.67679542415806	6861.387936382492	0.10790753225157046	69.6760805206866	47.71475116567435	890.5739665163679	7084.642059814791	-51653.550849777836
16000	-51991.149999765425	-51661.15532617014	-329.99467359528444	7316.175509518117	0.0626203463944676	71.98142623765983	36.71865295216528	998.3631201494175	7694.1444071538135	-51661.15532617014
17000	-51984.463083580464	-51656.93450660611	-327.52857697435337	6901.262776061895	0.08415056555531068	71.98142623765983	38.93690162474415	1274.6702194642007	7770.50378268187	-51656.93450660611
18000	-51994.65354651817	-51656.564802695226	-338.0887438229505	12125.592420319212	0.08415056555531068	67.39746353847835	39.454702556683955	3986.01343720127	15342.501142448167	-51656.564802695226
19000	-51988.057741424265	-51657.580224973295	-330.4775164509726	12412.299073366767	0.08296873712726809	72.64655824162885	39.454702556683955	784.3906114524767	7349.989052357246	-51657.580224973295
20000	-51986.68655343566	-51656.136101808755	-330.55045162690607	3945.3760318069744	0.08296873712726809	65.31301911298547	45.70267813224474	1701.025103455354	9610.837031326348	-51656.136101808755
21000	-51977.883641630375	-51653.01550732085	-324.8681343095242	7392.417043914697	0.07372816783776834	71.08424166598887	42.792665938828875	2158.44708946981	9234.455851291606	-51653.01550732085
22000	-51984.75348378787	-51653.82549422559	-330.92798956228233	9466.565549492021	0.08184412976128451	60.54510525717716	35.16729742302589	881.6097226032819	7443.378724160517	-51653.82549422559
23000	-52005.96472186214	-51667.05815415613	-338.90656770600344	14302.122912660045	0.13037440127855998	71.74242532125974	45.51962873434884	2199.160821983553	11920.077688291174	-51667.05815415613
24000	-51998.399812344935	-51665.93329449617	-332.4665178487618	4517.954641064938	0.05572355051128869	66.60500941099814	36.94290478854207	1357.9789619799622	9351.042931557125	-51665.93329449617
25000	-51985.938362354886	-51659.41221473511	-326.52614761977964	6735.5742699444645	0.05686192187076399	66.60500941099814	42.72435851231303	818.2481226458162	7032.816325907013	-51659.41221473511
26000	-51996.32223162081	-51665.03003405133	-331.29219756948197	6782.721111410776	0.12141758698569746	63.62711811218497	50.70358061512706	3043.069701755361	11671.329733764667	-51665.03003405133
27000	-51999.67459226226	-51661.662089996375	-338.0125022658841	10330.977810643162	0.10327465890646516	63.62711811218497	42.225291779168735	1093.9537060288349	9232.275798173294	-51661.662089996375
28000	-51988.316300505685	-51655.658280271964	-332.6580202337174	7926.443068602533	0.09177477550793295	63.62711811218497	45.19576839889095	3220.2922061767613	12552.721219248027	-51655.658280271964
29000	-51991.39527690671	-51661.67956618859	-329.7157107181158	10431.212794312669	0.12015398531065632	68.71617568758417	42.24780953830677	2088.4431284319116	9500.760734925967	-51661.67956618859
30000	-51991.94079675042	-51656.45719990158	-335.4835968488433	11584.948574903883	0.0990625394767229	75.52610684372897	42.24780953830677	952.8906356323416	8572.86990186287	-51656.45719990158
31000	-51989.77099971262	-51657.63902654357	-332.13197316905075	6797.406804777544	0.13791249624599758	58.71233873218653	50.93651637251638	1821.3878038264718	10288.809069321494	-51657.63902654357
32000	-51995.16818698516	-51657.5241086416	-337.6440783435594	8467.864942948174	0.06348378156347631	58.71233873218653	47.32276094006945	2463.9413888034715	11467.6319983469	-51657.5241086416
33000	-51994.24380678758	-51656.127960728794	-338.11584605878437	5379.173529496646	0.4736208427774022	57.106388282580525	56.75809040630032	1782.2153246529756	9910.181424472023	-51656.127960728794
34000	-51983.6879361454	-51652.95564102452	-330.7322951208801	7664.1955014028035	0.08244684528408733	57.106388282580525	39.680218235899815	1105.978872362155	8094.936998102808	-51652.95564102452
35000	-51983.350906629836	-51656.781266919534	-326.56963971030075	7172.065829268358	0.07565951774204324	67.07155069063444	43.3117050658553	1089.725751140877	7373.737860200035	-51656.781266919534
36000	-51993.54089060703	-51656.05064355509	-337.49024705193654	4799.962137933449	0.08876497757374796	77.01415170605047	47.453378300076736	2226.894136781132	10871.42900447896	-51656.05064355509
37000	-52001.43450662763	-51662.57015853831	-338.8643480893222	7818.746200816483	0.2794541961982249	59.1870475413882	48.25446517402282	3410.8983539062265	13663.733921451965	-51662.57015853831
38000	-51988.08779297118	-51658.67704142564	-329.410751545543	8548.56152978305	0.13902929090596303	63.438154473655125	45.209831867819716	897.7463638273011	7641.812728017785	-51658.67704142564
39000	-51990.24379129981	-51658.07929279699	-332.16449850281913	9648.910583249542	0.09708561734008858	61.214657834108124	49.10970416043309	1082.5345085420345	7986.420721870744	-51658.07929279699
40000	-51991.17220805782	-51659.157801173475	-332.01440688434207	6572.024808854177	0.1358392631027982	64.9904282585042	49.10970416043309	2929.8802077356363	12290.6329278946	-51659.157801173475
41000	-51982.56417431922	-51652.833537577	-329.73063674222226	6310.993406700168	0.10769675289748266	64.61374558439876	41.838958744973866	1316.8393284032613	8248.7601595356	-51652.833537577
42000	-51993.645625443605	-51659.778080888645	-333.86754455495964	13213.360118981853	0.18902200773329045	64.61374558439876	46.95846666480428	1369.528927397217	8870.430973983357	-51659.778080888645
43000	-51983.45850723286	-51652.339762245414	-331.11874498745124	7366.80354102489	0.14082657748369043	64.27560804958962	45.55464536938073	1673.3186970382853	9877.439089961312	-51652.339762245414
44000	-51988.810221115644	-51657.14641023858	-331.6638108770624	6257.207119895223	0.06535964582333478	71.4504143578302	39.91175877394856	1490.396859824606	8964.574537638004	-51657.14641023858
