Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-47069.37259620845	-46792.0503382439	-277.32225796455265	4202.806880395045	0.147474155933198	62.54879017957801	37.31324773640851	178.40277812309625	2473.5369237149857	-46792.0503382439
1000	-47072.27825743529	-46797.06641345534	-275.2118439799536	3328.978112524617	0.147474155933198	62.54879017957801	37.31324773640851	164.55994671772666	2428.7458550467854	-46797.06641345534
2000	-47070.7785482278	-46794.49782975168	-276.28071847611704	3328.978112524617	0.14595406308359232	62.54879017957801	37.31324773640851	168.94626746705103	2463.985921350811	-46794.49782975168
3000	-47077.69978423907	-46798.11055395974	-279.58923027933247	3915.5299971446457	0.14595406308359232	62.54879017957801	37.31324773640851	187.73676091812715	2482.088345173255	-46798.11055395974
4000	-47069.141410210694	-46792.71614824086	-276.4252619698312	2464.872301865747	0.14595406308359232	62.54879017957801	37.31324773640851	184.75194773627396	2469.9905681429086	-46792.71614824086
5000	-47076.876094053085	-46799.230585304795	-277.64550874828825	4263.31312692258	0.14595406308359232	62.54879017957801	37.31324773640851	186.72444269896818	2561.377007117726	-46799.230585304795
6000	-47078.35067049579	-46802.098967407204	-276.25170308858446	4545.98375599381	0.14595406308359232	62.54879017957801	37.31324773640851	207.45171171298009	2610.8109474601374	-46802.098967407204
7000	-47078.39374058148	-46804.984209958726	-273.4095306227566	3555.2366885176893	0.14595406308359232	62.54879017957801	37.31324773640851	147.78150274432554	2433.997458445079	-46804.984209958726
8000	-47069.60143028019	-46795.579166120806	-274.02226415938617	2912.913418039703	0.14595406308359232	62.54879017957801	37.31324773640851	193.68286563978626	2493.8064497283576	-46795.579166120806
9000	-47063.70021589068	-46789.31969832099	-274.380517569688	3103.700386719182	0.14595406308359232	62.54879017957801	37.31324773640851	233.97357522659576	2582.5959866498924	-46789.31969832099
10000	-47062.1038614746	-46786.59290688705	-275.51095458755333	3206.109360491796	0.14595406308359232	62.54879017957801	37.31324773640851	199.65054529685375	2514.005603278336	-46786.59290688705
11000	-47063.619866999776	-46787.93674072878	-275.6831262709934	5109.58683951581	0.14595406308359232	62.54879017957801	37.31324773640851	177.54844268637538	2479.8281338829647	-46787.93674072878
12000	-47065.73728281983	-46789.6068362576	-276.1304465622335	4482.781611757338	0.14595406308359232	62.54879017957801	37.31324773640851	229.51046262628267	2546.3229958266106	-46789.6068362576
13000	-47069.500580442495	-46792.72859486066	-276.7719855818393	3238.4959952396816	0.09788645217360632	62.54879017957801	37.31324773640851	225.60303253162246	2572.3143541543745	-46792.72859486066
14000	-47063.266243704675	-46785.846178608735	-277.4200650959407	2450.346612367515	0.09974213245432367	62.54879017957801	37.31324773640851	211.45016009324195	2546.9516335889716	-46785.846178608735
15000	-47066.90854606309	-46789.41279298666	-277.495753076428	3190.4739144751293	0.09974213245432367	65.52295085643	37.31324773640851	201.46425644178038	2520.39209144472	-46789.41279298666
