Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-48039.73772812826	-47785.20329875888	-254.53442936938106	2829.5057696206677	0.20058299557187598	65.14709887901465	38.83842408320326	87.64175739729998	2175.5838129470712	-47785.20329875888
1000	-48038.21324791919	-47786.22680368561	-251.98644423358263	2866.189207370793	0.20058299557187598	65.14709887901465	38.83842408320326	86.78639886134255	2179.5326340708457	-47786.22680368561
2000	-48032.125650644666	-47778.41460041042	-253.7110502342492	2866.189207370793	0.20058299557187598	65.14709887901465	38.83842408320326	88.08439057141355	2186.2837347170616	-47778.41460041042
3000	-48034.766675867424	-47784.74305319905	-250.0236226683809	2830.7931360894772	0.20058299557187598	65.14709887901465	38.83842408320326	85.64740321291555	2161.1977620422917	-47784.74305319905
4000	-48030.7493096671	-47778.53179786869	-252.21751179841164	3049.4631616789816	0.20058299557187598	65.14709887901465	38.83842408320326	88.95520377590884	2195.669616535106	-47778.53179786869
5000	-48038.44084809951	-47784.46387996774	-253.97696813177197	5027.499308269269	0.20058299557187598	65.14709887901465	38.83842408320326	87.44774761971135	2207.908079339574	-47784.46387996774
6000	-48038.18730695494	-47786.58595568126	-251.6013512736862	3717.2526385155024	0.20058299557187598	65.14709887901465	38.83842408320326	84.48378182866975	2160.6130996804286	-47786.58595568126
7000	-48041.43880258354	-47789.42513588433	-252.01366669920955	3717.2526385155024	0.20058299557187598	65.14709887901465	38.83842408320326	86.8023240955404	2210.2593340876233	-47789.42513588433
8000	-48039.320073880415	-47787.57663791267	-251.74343596774597	3717.2526385155024	0.20058299557187598	65.14709887901465	38.83842408320326	85.036959893569	2163.4811392965194	-47787.57663791267
9000	-48033.57563724444	-47780.594107283	-252.9815299614339	3717.2526385155024	0.2041948583872632	65.14709887901465	38.83842408320326	88.23812532981356	2179.2105419930604	-47780.594107283
10000	-48037.51827908027	-47782.49585547733	-255.02242360293943	4725.855340679159	0.2041948583872632	65.14709887901465	38.83842408320326	86.18313628354201	2176.5370203853045	-47782.49585547733
11000	-48038.04902313091	-47786.100236072525	-251.94878705838013	3404.1018549218215	0.2041948583872632	65.14709887901465	38.83842408320326	86.28954346080377	2186.9055362810664	-47786.100236072525
12000	-48040.759171243786	-47789.76684351825	-250.99232772553776	4743.6062197657	0.2041948583872632	65.14709887901465	38.83842408320326	86.28009729646249	2195.5927284579066	-47789.76684351825
13000	-48040.529309037076	-47789.72233179909	-250.80697723798792	4409.570520097362	0.2041948583872632	65.14709887901465	38.83842408320326	88.19134919767205	2204.0771131241127	-47789.72233179909
14000	-48043.61986463525	-47790.93102488546	-252.68883974978814	3514.4656530724114	0.2041948583872632	65.14709887901465	38.83842408320326	89.71838479275226	2210.0222499059355	-47790.93102488546
15000	-48035.755474658974	-47780.32138313572	-255.43409152325393	4225.691045941648	0.2041948583872632	65.14709887901465	38.83842408320326	90.09476122702559	2223.929914182194	-47780.32138313572
16000	-48033.305582193665	-47782.0091047049	-251.29647748876533	3640.4935928043433	0.21106860049600518	61.25014874475385	38.83842408320326	86.45150745916881	2199.136492821492	-47782.0091047049
17000	-48037.69436098579	-47783.73688874251	-253.95747224328076	4367.225032299069	0.19644701824937852	61.25014874475385	38.83842408320326	89.09048822459337	2201.2419544595978	-47783.73688874251
18000	-48037.449963622385	-47783.50968266831	-253.9402809540786	5477.486234859498	0.2147718834985732	61.25014874475385	38.83842408320326	88.65799396741869	2189.8054704527913	-47783.50968266831
