Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
0	-39133.616614379585	-38884.75301612432	-248.86359825526293	1335.3216398098511	0.3495792688976895	61.501965143033594	38.72918953725083	58.93146007279245	1445.5664268038163	-38884.75301612432
1000	-39132.49005365151	-38881.295395428875	-251.1946582226396	895.1565929280182	0.3495792688976895	61.501965143033594	38.72918953725083	59.28731583399161	1454.6096968836694	-38881.295395428875
2000	-39139.32657570133	-38887.79441341493	-251.53216228639715	2114.369570201853	0.3495792688976895	61.501965143033594	38.72918953725083	60.03362057020911	1482.7158426544286	-38887.79441341493
3000	-39142.47715979545	-38893.218104059844	-249.25905573561	1161.5386906977315	0.3495792688976895	61.501965143033594	38.72918953725083	57.64860166576817	1441.0425301798368	-38893.218104059844
4000	-39134.641879605784	-38886.837600850624	-247.80427875516025	1055.1091280109636	0.3495792688976895	61.501965143033594	37.90146398956351	56.59534434728982	1409.2852634638161	-38886.837600850624
5000	-39138.861743403424	-38887.14878170834	-251.7129616950862	1246.54857934731	0.3495792688976895	61.501965143033594	37.90146398956351	59.297914464429354	1445.061410843042	-38887.14878170834
6000	-39132.2746244319	-38884.26385065971	-248.01077377219508	1246.54857934731	0.3495792688976895	61.501965143033594	37.90146398956351	57.90078658278284	1438.4230282240298	-38884.26385065971
7000	-39126.98159555663	-38877.0576345425	-249.92396101413198	1643.8981477963775	0.3495792688976895	61.501965143033594	37.90146398956351	59.266615772556214	1463.5880201302773	-38877.0576345425
8000	-39131.82799942099	-38882.748092716334	-249.07990670465665	1304.9046544479213	0.3495792688976895	61.501965143033594	37.90146398956351	58.73572745549454	1450.8773975392576	-38882.748092716334
9000	-39131.95542787245	-38883.50957302447	-248.44585484798094	1581.8149662715207	0.3495792688976895	61.501965143033594	37.90146398956351	58.12896939096612	1446.568234976774	-38883.50957302447
10000	-39134.122425066096	-38886.02514457614	-248.0972804899582	1581.8149662715207	0.3495792688976895	61.501965143033594	37.90146398956351	58.067422179084495	1443.046260030481	-38886.02514457614
11000	-39133.96714405039	-38885.04574320814	-248.92140084224744	1581.8149662715207	0.3495792688976895	61.501965143033594	37.90146398956351	58.90409069763568	1458.7885780931333	-38885.04574320814
12000	-39131.692630087105	-38881.37557570223	-250.3170543848719	1581.8149662715207	0.3495792688976895	81.79863798151047	37.90146398956351	58.76404843310045	1466.8827333098984	-38881.37557570223
13000	-39141.25857681293	-38891.48449196404	-249.77408484888815	1581.8149662715207	0.3495792688976895	66.65548208967996	37.4789861002471	58.604229270384465	1458.6727740466486	-38891.48449196404
14000	-39127.871197677625	-38877.54287238075	-250.3283252968752	1581.8149662715207	0.34784624513333895	66.65548208967996	37.4789861002471	58.67508746975376	1446.8322448872775	-38877.54287238075
15000	-39146.7552694735	-38895.53492726798	-251.22034220551993	900.4259861923111	0.2797666737881183	66.65548208967996	37.4789861002471	59.12800177226538	1451.849356501643	-38895.53492726798
16000	-39131.14441768497	-38880.13186512386	-251.01255256110463	1067.1927922612667	0.2797666737881183	66.65548208967996	37.4789861002471	59.70454056239754	1474.806412068925	-38880.13186512386
17000	-39133.44603870881	-38884.75402479692	-248.69201391188943	1493.0821134491107	0.31375986777166975	68.34618993160731	37.4789861002471	58.40114966804524	1468.9496981326747	-38884.75402479692
18000	-39145.31875966389	-38895.302486263805	-250.01627340008437	1462.4646437407987	0.31375986777166975	68.34618993160731	37.4789861002471	58.74295339045677	1452.8145743970147	-38895.302486263805
19000	-39136.28301634785	-38888.32522284897	-247.95779349887647	1197.5364700302598	0.31375986777166975	68.34618993160731	37.4789861002471	59.73979820415508	1461.8431990933977	-38888.32522284897
20000	-39131.30763576598	-38878.98570273335	-252.3219330326351	1115.3446459424185	0.25389169196463857	69.10344458889993	37.4789861002471	60.21420600876314	1465.0540104400502	-38878.98570273335
21000	-39125.73650669597	-38873.50061879674	-252.2358878992273	950.2527824836195	0.2744914339799785	76.34279845360464	37.4789861002471	59.26484125820684	1448.692635659695	-38873.50061879674
22000	-39134.16831216158	-38883.10447679268	-251.0638353689003	1000.0557303715061	0.2744914339799785	64.95774599092543	37.4789861002471	59.21076378602935	1451.4216744549417	-38883.10447679268
23000	-39134.03891218505	-38883.79933095072	-250.2395812343279	1119.9966152233537	0.286951002666724	62.51316573950338	37.4789861002471	59.10836479423662	1457.944169911587	-38883.79933095072
24000	-39135.94472142415	-38885.137585649245	-250.80713577490684	1277.7738991904423	0.3136517156163394	67.43125786888322	37.4789861002471	58.31633370257856	1452.641195921307	-38885.137585649245
25000	-39143.090805316046	-38891.81786762633	-251.27293768971842	1402.736916105901	0.31213176668171033	62.69869465881514	37.4789861002471	59.37947986628744	1457.0262895538963	-38891.81786762633
26000	-39138.695711214365	-38887.27682261756	-251.41888859680395	1602.6370992724558	0.31213176668171033	72.65613529151132	37.4789861002471	58.85905953410671	1445.2769172005217	-38887.27682261756
27000	-39136.33119776119	-38885.47043725383	-250.86076050735625	1118.3182420286907	0.24582403376405593	59.90438091752664	37.4789861002471	59.92405624564383	1468.9662154852617	-38885.47043725383
28000	-39144.67847465875	-38894.67858872798	-249.99988593077404	1060.909289137916	0.29192253450057326	64.36698518977008	37.4789861002471	60.26619180834942	1447.942832251468	-38894.67858872798
29000	-39142.59366160986	-38890.93512049925	-251.65854111061623	1061.9084987198305	0.2549814227721642	61.20169386684808	37.4789861002471	61.195805741527	1471.0171705555097	-38890.93512049925
30000	-39146.25492568536	-38895.01985737176	-251.23506831360285	1010.6670771736719	0.2810669464693343	73.01876452318835	37.4789861002471	60.00415874569403	1468.5392110576274	-38895.01985737176
31000	-39138.26432483347	-38889.714212649844	-248.55011218362725	1478.5905192332775	0.3249910222018152	59.818958922651994	37.4789861002471	60.00023342432303	1473.991800202594	-38889.714212649844
32000	-39135.16801690231	-38885.061500703814	-250.10651619849273	1100.775424089582	0.277542682051709	58.1331143396546	37.4789861002471	58.78380305773142	1444.8046569316389	-38885.061500703814
33000	-39139.17996469492	-38887.15440700089	-252.0255576940331	1509.9658068733513	0.3089126292464592	80.4152643676326	37.4789861002471	59.55149840985456	1483.3034057052016	-38887.15440700089
34000	-39128.31767519043	-38877.118310714475	-251.19936447595924	1440.1212523880363	0.29400196954219415	61.14430447973152	37.4789861002471	60.56561634168328	1465.425661931464	-38877.118310714475
35000	-39132.07957251897	-38880.97099746506	-251.10857505390342	952.8262497926423	0.29400196954219415	75.82816589912956	37.97310188871449	60.560196598072245	1452.8398252370575	-38880.97099746506
36000	-39133.35434560415	-38883.176020521205	-250.17832508294447	1116.6044221703373	0.3431964820246925	74.7665731390261	37.97310188871449	59.13580329272957	1441.0779229878535	-38883.176020521205
37000	-39130.735426316016	-38879.896493960936	-250.83893235508083	1258.0784641687353	0.27319735037905607	67.65534733888224	37.97310188871449	59.794237539204616	1477.2048195963544	-38879.896493960936
38000	-39138.75776402397	-38887.12265776168	-251.6351062622875	985.9598357651616	0.27378664300475786	68.56909805462315	37.97310188871449	62.03051621655109	1470.6100329866342	-38887.12265776168
39000	-39135.92403622226	-38886.5613901466	-249.36264607566545	1151.7589459877613	0.27378664300475786	65.38059706238228	35.83826780090733	57.93893973226544	1442.0467699192836	-38886.5613901466
40000	-39139.47066844776	-38887.87123050621	-251.59943794155294	1985.2343663981662	0.32117011298386955	65.38059706238228	35.83826780090733	57.59865700941813	1443.4179141707798	-38887.87123050621
41000	-39139.210348339766	-38887.902894022256	-251.30745431751205	1559.2649226630524	0.2848227067500995	72.14143025982669	35.83826780090733	60.76150169448927	1460.4205069698448	-38887.902894022256
42000	-39139.710614996584	-38888.466643791646	-251.24397120494163	1312.2756936323199	0.2848227067500995	67.51664320748596	34.85554592057142	58.94287526177841	1441.3259024524486	-38888.466643791646
43000	-39134.25091819312	-38882.71963384369	-251.53128434942334	1050.4955008527704	0.2343949834212972	70.25980432795001	34.85554592057142	58.065005825358845	1425.9945728933167	-38882.71963384369
44000	-39141.6504547636	-38892.37307523617	-249.27737952742638	955.8125161964682	0.364471038785158	64.3379672449448	39.011173795247544	58.33752725597951	1429.2849515361854	-38892.37307523617
45000	-39142.0507050806	-38892.24926973822	-249.80143534237908	1591.23712805415	0.34490909023846916	69.41273522489224	39.011173795247544	58.55001727934706	1481.4453469144346	-38892.24926973822
46000	-39134.88601127265	-38882.87694695343	-252.00906431921362	1839.106046140095	0.4351041421318698	58.842452250682314	39.011173795247544	57.30050554843342	1422.9356058359176	-38882.87694695343
47000	-39133.48580085448	-38882.1572411636	-251.3285596908844	1659.907467316537	0.3858215438877329	70.04922748177067	39.011173795247544	59.18231127009609	1467.71835402642	-38882.1572411636
48000	-39134.48669867401	-38881.92582149266	-252.56087718134864	1329.3040518731166	0.3858215438877329	81.57287257594733	39.011173795247544	57.64460483485741	1450.306959199046	-38881.92582149266
49000	-39133.74619957949	-38883.63316959204	-250.11302998744665	1312.0670968876746	0.3749289371776458	75.48687296430748	39.011173795247544	58.44893217529271	1452.755554296662	-38883.63316959204
