Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
0	-4592.793239551768	-4534.18727357751	-58.60596597425851	145.74502824591661	9.752120992140933	1.2006071073646665	1.4713201993076752	47.55718326380875	-4534.18727357751
1000	-4595.543462902637	-4534.374052948897	-61.1694099537397	78.64396547765156	9.505003473940786	1.1845639999506028	1.4516596893430236	47.037590521402365	-4534.374052948897
2000	-4604.072186517027	-4533.775687043931	-70.29649947309682	73.64730108703388	9.432577039284851	1.1755378331140085	1.440598300894181	45.830056646151384	-4533.775687043931
3000	-4611.109610215157	-4542.854967640302	-68.25464257485484	93.99932622647049	9.317758311411778	1.1612285136138676	1.4230625136330866	46.04755199548243	-4542.854967640302
4000	-4606.324071657655	-4541.957608776966	-64.3664628806895	72.23521527360143	9.44907360042552	1.1775937221522181	1.4431177521375544	46.93078220340062	-4541.957608776966
5000	-4610.5385180798785	-4544.177336974294	-66.36118110558444	47.7291063328771	9.478494245553762	1.1812602791576716	1.4476110450315787	47.903498884219175	-4544.177336974294
6000	-4609.696640773548	-4542.8415365254905	-66.85510424805749	61.55488786385077	9.375274768801315	1.168396519918666	1.4318467632017604	46.87191605822436	-4542.8415365254905
7000	-4606.217467436844	-4546.714964992022	-59.50250244482237	78.0516140214439	9.366777236239828	1.167337512293015	1.430548970359053	46.15571495253164	-4546.714964992022
8000	-4599.179916698527	-4539.501368713251	-59.6785479852763	147.8067591398661	9.657819865386578	1.2036087900346184	1.4749987018895119	48.428187750996194	-4539.501368713251
9000	-4592.953429027251	-4536.037235033102	-56.91619399414986	107.37279599728976	9.758112102256861	1.216107741097263	1.4903159185341752	48.47148977126744	-4536.037235033102
10000	-4598.970350406257	-4541.010354110299	-57.95999629595794	107.37279599728976	9.634325715642184	1.2006808243507592	1.4714105380121567	47.32764027557773	-4541.010354110299
11000	-4608.53379883592	-4541.132810331265	-67.4009885046544	49.0052505897044	9.507017839338722	1.184815040861811	1.4519673350009976	46.69234955067308	-4541.132810331265
12000	-4607.693629188303	-4543.779527020484	-63.91410216781901	78.78613617574922	9.545766441789816	1.1896440974358358	1.4578852480612976	46.77737494484325	-4543.779527020484
13000	-4601.166258325597	-4538.254626560089	-62.91163176550817	78.78613617574922	9.665189511272482	1.2045272344342186	1.4761242372863823	47.119237232934026	-4538.254626560089
14000	-4599.869665562381	-4537.93795737437	-61.9317081880108	78.78613617574922	9.630776674892664	1.2002385240488427	1.4708685077639787	47.480629930227096	-4537.93795737437
15000	-4601.27132472022	-4539.157279004042	-62.114045716178204	58.19441839085169	9.669230151132686	1.2050308004274648	1.4767413474242475	47.5216955775886	-4539.157279004042
16000	-4609.46190344031	-4549.150454285006	-60.31144915530424	67.8942771544624	9.751836722094223	1.215325669902124	1.4893575057947819	47.307096569348154	-4549.150454285006
17000	-4606.55500391814	-4537.440932400391	-69.114071517749	50.41503516907382	10.114029717404364	1.226813051084565	1.4810024093376593	46.721795826365195	-4537.440932400391
18000	-4599.341308432135	-4531.087961927897	-68.25334650423825	63.592091773117396	10.407051409950986	1.2411124449712827	1.4879846658134064	47.0841665942636	-4531.087961927897
19000	-4604.687296733967	-4531.0040368100645	-73.68325992390194	46.23586728295554	10.74536034460768	1.331700165320188	1.5689918178164037	49.992354245734354	-4531.0040368100645
20000	-4602.638592624337	-4534.441657162369	-68.19693546196851	46.702477737152506	10.758362277639346	1.3467975563530563	1.5923568661120437	50.75278212885776	-4534.441657162369
21000	-4598.976920647154	-4543.383671308742	-55.59324933841124	87.40268807475833	10.572305717238782	1.3251279219837384	1.5784226735260358	51.56057689262517	-4543.383671308742
22000	-4600.4602010833505	-4534.838658718102	-65.62154236524864	55.75089830488695	10.141262527634577	1.2632695080357355	1.5201374388777351	49.088079323081125	-4534.838658718102
23000	-4597.594141632734	-4535.641093969422	-61.95304766331156	64.36673848789441	10.456649545811926	1.32248605129843	1.573713669788897	50.826801739890236	-4535.641093969422
24000	-4603.835725782363	-4540.606542084955	-63.22918369740735	47.69461464846799	10.155607469291224	1.275971538209617	1.5296728465213052	49.03997509051509	-4540.606542084955
25000	-4601.605930182724	-4542.682685804635	-58.92324437808874	70.64874398274812	10.32599660744292	1.297754159205145	1.5532583418406372	50.86963775387358	-4542.682685804635
26000	-4601.3133447154505	-4547.563280768513	-53.75006394693692	56.89014774274887	10.635308122957694	1.3296802159198684	1.5724777505238854	50.72026488233793	-4547.563280768513
27000	-4589.731621868404	-4532.854322812906	-56.877299055498135	98.56652460762045	10.653056289593847	1.3264049312364754	1.5795438502771335	51.043668953914626	-4532.854322812906
28000	-4590.630062997629	-4535.14269106537	-55.48737193225872	66.96028803878605	10.245347271730145	1.2680640470000535	1.5217455417661216	49.89003849540084	-4535.14269106537
29000	-4609.608495300604	-4538.678181083664	-70.93031421694047	57.325830042181835	10.40288731625086	1.3364617224088937	1.5842801972904206	50.893518383176556	-4538.678181083664
30000	-4606.99640133734	-4532.818361139335	-74.178040198005	67.8431156986389	10.552348391836246	1.354436538026672	1.604284402337118	50.89002345617756	-4532.818361139335
31000	-4600.616890229725	-4533.5316207639235	-67.08526946580174	52.690332885145686	10.558848109157742	1.3376505476950866	1.5833235038003046	50.35985817888386	-4533.5316207639235
32000	-4599.1771545734255	-4541.823156969971	-57.35399760345483	78.49574089433654	10.37951492628337	1.3183707458985803	1.5672715276624591	50.73678820710183	-4541.823156969971
33000	-4599.377381481621	-4540.85349935424	-58.523882127381654	107.97358989979305	10.42511736929501	1.33940505256464	1.5959737732116839	51.7340580520616	-4540.85349935424
34000	-4605.807757290143	-4541.3207077406	-64.4870495495431	65.48030519213324	10.6262718740727	1.4019568081757394	1.647495629910265	52.95834832475311	-4541.3207077406
35000	-4602.742447253366	-4537.522616933042	-65.21983032032446	108.935113140023	10.379629829442472	1.3561166914644152	1.612503774169154	51.573703850249174	-4537.522616933042
36000	-4602.516179750836	-4533.372537354511	-69.14364239632513	95.36375684304085	10.318599817128753	1.3414573766391569	1.5966101409587374	51.53886694460434	-4533.372537354511
37000	-4617.270538191835	-4535.507387098144	-81.76315109369048	47.748727162816934	10.719330068085375	1.3362174614264788	1.5668233304770884	49.24439118332035	-4535.507387098144
38000	-4608.55772267472	-4537.0962271122835	-71.46149556243657	66.47847461081	10.058854289846717	1.2533376236394311	1.5100577793456411	47.653453559177436	-4537.0962271122835
39000	-4592.65194117191	-4534.406077997803	-58.24586317410705	69.04205588528107	9.586695840949824	1.2159635942987232	1.4825050826483024	47.47224643805078	-4534.406077997803
40000	-4598.6166577816975	-4538.492147813269	-60.12450996842874	108.26503044911746	9.895658136155745	1.1719387364687561	1.4446789111134357	47.05816830159556	-4538.492147813269
41000	-4599.043779575761	-4532.47022676156	-66.5735528142007	72.64078746165269	9.67773126962962	1.1536107112737506	1.4222542141461363	45.62077174169595	-4532.47022676156
42000	-4605.565102138157	-4530.03088910025	-75.53421303790809	72.64078746165269	9.470022105901826	1.1108763929643517	1.3886311288211979	43.97999611553825	-4530.03088910025
43000	-4613.280729046996	-4543.300942096124	-69.97978695087247	84.92208243319757	8.478906931404113	1.079358354163669	1.384826780769796	43.87897303381158	-4543.300942096124
44000	-4616.368924777958	-4541.829938016836	-74.53898676112084	97.40448591926484	8.854844947179377	1.0999336924124539	1.3946457441553541	43.74178283125917	-4541.829938016836
45000	-4601.080305862073	-4535.34990068585	-65.73040517622286	74.8470438703295	9.319149999281308	1.1794726520230503	1.4559623570440645	46.761889031942715	-4535.34990068585
46000	-4606.950392515091	-4536.860087677603	-70.09030483748863	78.35302879170115	8.81906571345551	1.156618347802938	1.439992900058583	46.30218570891047	-4536.860087677603
47000	-4604.410772036517	-4542.28858946443	-62.122182572087546	72.34790247518818	9.427048893287555	1.1597889576399305	1.4328008450314165	46.46031723121276	-4542.28858946443
48000	-4599.159509021779	-4535.962871231818	-63.196637789960945	113.19262941157642	9.318279456986785	1.1647697052975021	1.4505939755238315	47.133222010421946	-4535.962871231818
49000	-4603.4203119930025	-4538.671573210487	-64.74873878251573	61.69591255523933	9.370455586571483	1.18222011604024	1.457131097770044	46.97972421713965	-4538.671573210487
50000	-4606.151921704223	-4539.5303430944705	-66.62157860975259	65.46451661554697	9.386045668418165	1.1640915749961935	1.4420706742904856	45.93816305529797	-4539.5303430944705
51000	-4598.667996347395	-4534.543466382965	-64.12452996443083	90.23638526931958	8.79402211407185	1.135628984933879	1.4353092570008945	46.0182163153586	-4534.543466382965
52000	-4600.064773801323	-4533.47187602679	-66.59289777453323	60.192588638851284	8.816518146336366	1.1393818543061272	1.4321586356191716	46.080286659228754	-4533.47187602679
53000	-4592.021861614942	-4530.360361933086	-61.66149968185605	80.71248507655807	7.746232792371473	1.0888114696935376	1.4095287105847865	45.8392935217095	-4530.360361933086
54000	-4601.203369332783	-4530.832557729515	-70.37081160326781	96.57452869573143	7.516317060542277	1.077348494914624	1.4201783077531658	44.82580378452492	-4530.832557729515
55000	-4606.671407617511	-4542.026203937247	-64.64520368026375	96.57452869573143	7.728122357885162	1.0804897946892862	1.416147121683181	44.828730989817466	-4542.026203937247
