Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
0	-5476.0299574170285	-5416.477898938146	-59.55205847888325	148.71337133149572	8.421079415201355	1.4014745830659705	1.7055134734321071	60.436674172637524	-5416.477898938146
1000	-5493.207839652387	-5432.657936563072	-60.54990308931456	189.39446614227091	8.584245990442131	1.42862951139892	1.7385594499353774	61.60516319916564	-5432.657936563072
2000	-5483.440362836392	-5432.191333998629	-51.24902883776348	147.59901784912154	8.584245990442131	1.42862951139892	1.7385594499353774	62.65347433240159	-5432.191333998629
3000	-5483.6586730567205	-5435.9386492647745	-47.720023791946424	147.59901784912154	8.584245990442131	1.42862951139892	1.7385594499353774	61.98741899826677	-5435.9386492647745
4000	-5476.586995272102	-5424.582493197687	-52.004502074415306	147.59901784912154	8.73335305773835	1.4534445920635124	1.7687579672179237	62.38794556774005	-5424.582493197687
5000	-5461.731792152786	-5414.37539761876	-47.35639453402519	147.59901784912154	8.6820154083947	1.444900745465937	1.7583606002851435	62.47890550213605	-5414.37539761876
6000	-5475.7700844874835	-5421.616647732581	-54.15343675490236	110.27644612551366	8.562154420908739	1.4249529312748574	1.734085264664016	61.88921963836667	-5421.616647732581
7000	-5465.684234145459	-5416.733197390604	-48.95103675485519	110.27644612551366	8.586191654393518	1.4289533176998246	1.7389535034670274	61.81988707223416	-5416.733197390604
8000	-5477.726150952328	-5417.931012391653	-59.795138560675106	110.27644612551366	8.586191654393518	1.4289533176998246	1.7389535034670274	61.750303236381974	-5417.931012391653
9000	-5459.154105142738	-5409.546966253917	-49.60713888882153	114.12616252144714	8.669992349890862	1.4428998130351816	1.7559255812977745	63.22862240787965	-5409.546966253917
10000	-5461.483457479796	-5411.155849081772	-50.32760839802314	119.94366421889305	8.682448592466677	1.4449728379420594	1.758448332657065	62.94779227912403	-5411.155849081772
11000	-5469.107762079633	-5417.871018426879	-51.23674365275424	119.94366421889305	8.664717480609875	1.4420219451441656	1.7548572668708762	62.73953402266503	-5417.871018426879
12000	-5470.89079256701	-5411.876830147563	-59.013962419447246	119.94366421889305	8.744030361378782	1.455221557809819	1.7709204317098046	62.74419967896947	-5411.876830147563
13000	-5461.819026749908	-5412.711178526164	-49.10784822374385	119.94366421889305	8.721424335106624	1.4514593594404082	1.7663420539880215	63.226170021102384	-5412.711178526164
14000	-5463.127248488975	-5414.861616976972	-48.26563151200261	119.94366421889305	8.721424335106624	1.4514593594404082	1.743136829643521	62.89627711108247	-5414.861616976972
15000	-5466.649447733092	-5416.437639075743	-50.211808657348584	103.29448753789228	8.785049609463725	1.4620481688383	1.7558535092553131	63.72443859642168	-5416.437639075743
16000	-5457.7865883223285	-5407.737354317117	-50.049234005211645	93.58632410278815	8.611585952805617	1.4331795530818476	1.7245443496002786	61.893464952529484	-5407.737354317117
17000	-5462.1122160768355	-5411.299314846442	-50.81290123039363	156.8454897666432	8.753564880843589	1.4508184730486535	1.7445396710794236	62.41296180252535	-5411.299314846442
18000	-5457.833517367998	-5413.045024243049	-44.788493124949454	182.61993657789446	8.66480880264337	1.4637110642649491	1.7668121863734667	64.32971252581332	-5413.045024243049
19000	-5464.995485677768	-5413.968731787795	-51.02675388997258	113.368731965932	8.553246268630794	1.4757373848256934	1.779316001012973	63.77878655527452	-5413.968731787795
20000	-5474.529405768153	-5415.234833645736	-59.29457212241667	72.48484944745046	8.571933685410912	1.4513102390387471	1.7459047895164275	61.871958609363396	-5415.234833645736
