trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-10842.4913061998	-10690.9324538797	-151.558852320113	1098.16725244436	0.479784525017969	0.599839988041796	6.16370100982579	175.162748626533	-10690.9324538797
stderr.of.mean	0.0671809436651151	0.0636664111918823	0.0575377965333912	5.67669387730039	0.000803257302710707	0.00138358811919107	0.0025896529833974	0.018320080666904	0.0636664111918823
stdev	5.35610534927445	4.93516978159157	2.97277577656155	385.626202430633	0.0449593806465132	0.077945853939689	0.19794075274795	4.25177764891892	4.93516978159157
variance	28.6878645125264	24.3559007731346	8.83739581771113	148707.568001071	0.00202134590811807	0.00607555614638733	0.0391805415984251	18.0776131758465	24.3559007731346
median	-10842.1336474862	-10690.5928335081	-151.473858910219	1033.15752762537	0.477649797655467	0.601467772944631	6.15969729794365	175.129544359856	-10690.5928335081
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1037.40595144984	0.477692563732689	0.594611101102982	6.1605279569791	175.111143569657	NaN
HPD95.lower	-10871.9616305056	-10717.390044865	-166.865434319257	267.24417942839	0.314156203511456	0.280605247025096	5.36357603151164	156.275233932129	-10717.390044865
HPD95.upper	-10834.3169878302	-10683.4486767274	-146.819122315128	1824.63657683116	0.557220535593783	0.724509224514601	6.49665640393051	182.171941564746	-10683.4486767274
ACT	1415.91273560523	1497.81802618527	3371.51157198024	1950.29536325497	2872.8386493296	2835.76422221325	1540.47699955087	167.092202439632	1497.81802618527
ESS	6356.39455291212	6008.80737356458	2669.45546762986	4614.73691091548	3132.82474186299	3173.78290109592	5842.41115097725	53863.0760059053	6008.80737356458
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
