trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-20028.8658928885	-19862.1363036465	-166.729589241971	3135.67450094132	0.276097987733935	0.786611226332699	13.4772278968058	434.080769011413	-19862.1363036465
stderr.of.mean	0.0603577366908501	0.0573478014884734	0.0469338975835612	18.7634127594091	0.000610886773722083	0.00149274255065661	0.0049778102328418	0.0309285371545977	0.0573478014884734
stdev	5.09719727249424	4.66404475284717	2.57136136508206	1121.14817293452	0.0250258639308391	0.060003495751502	0.305110684310821	6.96464127528239	4.66404475284717
variance	25.9814200347228	21.7533134565612	6.61189926983666	1256973.22567441	0.000626293865484871	0.00360041950240052	0.0930925296806172	48.5062280933671	21.7533134565612
median	-20028.5037473202	-19861.7971542856	-166.6202316967	2940.24144975434	0.275200547232688	0.791878981084618	13.4634552376886	434.071352452881	-19861.7971542856
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2957.55340723518	0.274967837679462	0.784243146600123	13.4737866447557	434.02489472804	NaN
HPD95.lower	-20055.2311716507	-19887.8709282623	-180.751363572588	793.467568187371	0.186931351622905	0.48786850226765	12.3491002411172	399.877144969432	-19887.8709282623
HPD95.upper	-20021.1599858075	-19855.0743766599	-162.715605849378	5211.51888984861	0.318612499404107	0.875231421702952	14.0029533416708	445.58038070493	-19855.0743766599
ACT	1261.95979119353	1360.66319623002	2998.39968365097	2520.81019731217	5362.7283252444	5570.05173619917	2395.54509008644	177.485861755232	1360.66319623002
ESS	7131.84371071597	6614.49506750572	3001.63452159958	3570.32037144106	1678.26886878328	1615.80186796279	3757.01548563849	50708.8277961649	6614.49506750572
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
