trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14495.7250839416	-14346.0287591862	-149.696324755329	2473.99807046696	0.396920173571673	0.708449862372978	8.46958874688878	268.72816899069	-14346.0287591862
stderr.of.mean	0.0661654563963872	0.0532634400902111	0.0449671769549938	14.0602437507711	0.00083982682203967	0.0016934025279064	0.00287766385864166	0.0237394679581313	0.0532634400902111
stdev	5.38091119427958	4.86271471384983	2.75112430359567	911.472370714991	0.0359468977395301	0.0698267814299507	0.218455751219417	5.34722118660839	4.86271471384983
variance	28.9542052807233	23.6459943882916	7.56868493383477	830781.882576805	0.00129217945709623	0.00487577940486611	0.04772291524084	28.5927744185137	23.6459943882916
median	-14495.3860229091	-14345.711385617	-149.601000918691	2306.62915974111	0.395663264124964	0.712283945451709	8.46424438448429	268.712840284417	-14345.711385617
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2324.42180555151	0.395298235051831	0.70487796377139	8.46677612865731	268.674964586724	NaN
HPD95.lower	-14530.4743342626	-14376.8728187397	-166.589769155147	655.55572922747	0.27294864029141	0.396283808351585	7.64264252080056	245.340209869431	-14376.8728187397
HPD95.upper	-14487.5310476985	-14338.6537772835	-145.342834341499	4184.95263983869	0.457767463592892	0.815323011984186	8.83789940072851	277.567789008967	-14338.6537772835
ACT	1360.79744529018	1079.80007225588	2404.4365945417	2141.6139736241	4912.46148784646	5293.2068798548	1561.69301822138	177.389608141908	1079.80007225588
ESS	6613.84251649651	8334.96888104234	3743.12220186262	4202.48471986282	1832.09578787874	1700.31139992905	5763.04042791345	50736.3429812647	8334.96888104234
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
