trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15235.1613727502	-15087.37504082	-147.78633193018	3155.23753208272	0.402668603722731	0.761847479449765	9.00979798403121	291.80581937198	-15087.37504082
stderr.of.mean	0.0805748234622369	0.0608561108132001	0.0416552638291829	19.3826549325583	0.00101793514523397	0.00179787916302622	0.00344867147415329	0.0278719895305799	0.0608561108132001
stdev	5.46423127820963	4.80415430567277	2.50828471399254	1192.6021878082	0.037832458247703	0.065350162525307	0.222742650047549	5.59452431614327	4.80415430567277
variance	29.8578234617644	23.0798985927142	6.29149220644863	1422299.97836491	0.00143129489706419	0.00427064374208404	0.0496142881502048	31.2987023239183	23.0798985927142
median	-15234.7815401754	-15086.9949518208	-147.685327564126	2940.85318848855	0.400784660389463	0.766278910619421	9.00582580405973	291.758030333115	-15086.9949518208
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2955.79854860818	0.400903281191733	0.758947555834159	9.00704753767951	291.752183557946	NaN
HPD95.lower	-15265.1996397388	-15115.7879218477	-159.744444296156	735.713752127429	0.272894327106939	0.454776650758301	8.1056897017879	268.571208615719	-15115.7879218477
HPD95.upper	-15226.8690955851	-15080.1275835142	-143.864437700365	5406.21868764275	0.467528762773185	0.860508217248274	9.38299505744269	301.074052137639	-15080.1275835142
ACT	1956.96513683751	1444.16561761599	2482.15344273573	2377.26630185375	6515.587847829	6811.92979721762	2157.4433173862	223.3840282039	1444.16561761599
ESS	4599.0088584533	6232.04145716837	3625.92410486938	3785.90315817032	1381.31818804328	1321.22618228922	4171.65073467787	40289.8097610852	6232.04145716837
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
