trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14530.8159707946	-14363.6022395653	-167.213731229296	1307.16245586412	0.346389145623317	0.708888309231352	9.50439192156631	270.524029554724	-14363.6022395653
stderr.of.mean	0.0626236665159118	0.07234752014156	0.0629606497568912	6.91126526460632	0.000715720331432705	0.00147177973755787	0.00523982649684791	0.0237013924954863	0.07234752014156
stdev	5.27722335782835	4.99138914892063	2.79410746015809	442.978407825231	0.032260154688277	0.0688332323082764	0.264071486456856	5.3876878812309	4.99138914892063
variance	27.8490863684091	24.9139656359626	7.80703649891108	196229.869799376	0.00104071758051156	0.00473801387000514	0.0697337499595334	29.0271807055623	24.9139656359626
median	-14530.4784691111	-14363.2654988964	-167.102301380933	1230.0140860447	0.34473692805448	0.712662612439876	9.49861768923291	270.490365862337	-14363.2654988964
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1239.57395454474	0.344894329070434	0.705429117916275	9.50073097900078	270.470375642744	NaN
HPD95.lower	-14561.6050293157	-14390.1476751178	-180.992619814894	385.31324486098	0.235678482255922	0.397142419860208	8.46123699303637	246.348431110792	-14390.1476751178
HPD95.upper	-14522.778369711	-14355.9870862086	-162.813642303358	2138.1427145819	0.401725445305411	0.815491907436944	9.94959407335121	279.444064337833	-14355.9870862086
ACT	1267.38493320002	1890.80589249457	4569.77378815393	2190.74847476701	4429.9245263061	4114.6397827124	3543.50706173858	174.174822787142	1890.80589249457
ESS	7101.31528648968	4759.9280474666	1969.48479667214	4108.2306360876	2031.65989545758	2187.33606713613	2539.88487766248	51672.7955050023	4759.9280474666
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
