trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14337.9243986147	-14182.9992042137	-154.925194400994	1806.69987644198	0.365403734134918	0.655376672516374	8.7122717436633	261.65603561145	-14182.9992042137
stderr.of.mean	0.0627634299636297	0.0825950756412466	0.0750609417907372	10.8412481884278	0.000705272001007857	0.00153844818951199	0.00401759448774433	0.0232960962397494	0.0825950756412466
stdev	5.24414204808996	4.91472759890888	3.16217544137416	645.339460152861	0.0330328363560015	0.0735992761982837	0.235677335957146	5.27576080979896	4.91472759890888
variance	27.5010258205452	24.1545473714767	9.99935352202988	416463.018830386	0.00109116827772238	0.00541685345691125	0.0555438066838572	27.8336521222106	24.1545473714767
median	-14337.5871650128	-14182.6539184011	-154.763450182634	1688.67159111926	0.363959302605423	0.658527755302453	8.70651204848914	261.62583667329	-14182.6539184011
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1704.50277709133	0.363920361666869	0.651100746188465	8.70909038621866	261.602853406103	NaN
HPD95.lower	-14373.8770852631	-14215.9333167219	-170.605710618061	387.064825184672	0.257312784758062	0.331992122417016	7.78671519915281	240.499397335636	-14215.9333167219
HPD95.upper	-14329.9535176688	-14175.5364882648	-149.989281822121	3015.77638230557	0.422203408781919	0.771694340218327	9.10731678515118	270.402565154881	-14175.5364882648
ACT	1289.16039329457	2541.86169294862	5071.05831638386	2539.94691626633	4102.64617245128	3932.43155886129	2615.40571067608	175.484441569361	2541.86169294862
ESS	6981.36558244658	3540.75126312624	1774.79718009197	3543.42051101995	2193.73049044162	2288.68573178833	3441.18694979583	51287.1677939762	3540.75126312624
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
