trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17708.3412254209	-17556.2926888281	-152.048536592772	3713.10788891697	0.336066785906786	0.774270209655302	10.9461923766569	363.66262514762	-17556.2926888281
stderr.of.mean	0.0688555290215228	0.0588330188502199	0.0611960500972793	25.6576255278635	0.000862723664242517	0.00176533231275272	0.00394341171682526	0.0304006267039789	0.0588330188502199
stdev	5.1854656938102	4.66306042378576	2.7812591404495	1391.42173835536	0.0301099610273286	0.0605704947154121	0.252573916938373	6.29930943464805	4.66306042378576
variance	26.8890544616825	21.744132515877	7.73540240633389	1936054.45396786	0.000906609753067247	0.00366878483006976	0.0637935835175922	39.681299353446	21.744132515877
median	-17707.983297883	-17555.9564561976	-151.937975617129	3452.68354790137	0.334554465708386	0.777451205352645	10.9366062668324	363.627530452452	-17555.9564561976
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3480.94905586327	0.334729672525043	0.77183295608854	10.9432867934096	363.608072105941	NaN
HPD95.lower	-17737.4082207144	-17583.6800038194	-166.81724179764	800.703514064666	0.231686178867869	0.471551978336188	9.88491711733286	339.156259251026	-17583.6800038194
HPD95.upper	-17700.462280611	-17549.2320345465	-147.664445692551	6340.56299611152	0.388382335637889	0.86787594087697	11.3779328440374	374.066359478472	-17549.2320345465
ACT	1586.88193915637	1432.6585315225	4357.18882521476	3060.25675914152	7388.65764912245	7644.92464553827	2193.86427256716	209.614681738058	1432.6585315225
ESS	5671.56243821433	6282.09709569489	2065.57492939416	2940.96237941968	1218.09676769487	1177.26471054919	4102.39599255997	42936.400854053	6282.09709569489
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
