trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14235.5552441901	-14101.6980441588	-133.857200031274	4531.14469039199	0.470864160606488	0.764158353371348	7.81828095644728	266.322164759271	-14101.6980441588
stderr.of.mean	0.0930944671824602	0.0806765748305857	0.0442150939017935	32.7732231590264	0.00134768164109781	0.00201008410882768	0.00278326450866764	0.0249341923391521	0.0806765748305857
stdev	5.88881544383753	5.22155752745343	2.67165748685876	1809.06470319953	0.0442159466894982	0.0651274282529537	0.20344142451359	5.34608596172887	5.22155752745343
variance	34.6781473315794	27.2646630125055	7.13775372708848	3272715.10036241	0.00195504994164855	0.00424158191084364	0.0413884132081187	28.5806351101945	27.2646630125055
median	-14235.1891632521	-14101.3302120099	-133.744628653553	4194.35152592984	0.46879453490179	0.769299698074139	7.81216628362185	266.285912492933	-14101.3302120099
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4215.54693990485	0.46880178160741	0.761287277977605	7.8156403421121	266.268504888688	NaN
HPD95.lower	-14267.2396476251	-14127.8746208831	-149.310162193305	1095.61842896239	0.327815322200218	0.486197265929818	7.06836004690837	245.253081180458	-14127.8746208831
HPD95.upper	-14226.5613904119	-14093.7477187796	-129.662119410169	7982.3382652427	0.546684504949087	0.8621119666159	8.16346446932156	275.161740146366	-14093.7477187796
ACT	2249.23256783145	2148.50950123446	2465.02911549801	2953.74241522527	8361.02030005798	8573.20308340621	1684.50652040453	195.776808534456	2148.50950123446
ESS	4001.40924896763	4188.99706742225	3651.11306126771	3047.01586489342	1076.43561156496	1049.79433152821	5342.87038428242	45971.2264561511	4188.99706742225
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
