trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-12824.1647230413	-12695.1113280373	-129.053395004009	3906.68012704923	0.500924819637849	0.695100475013562	6.77530815202228	227.899586127036	-12695.1113280373
stderr.of.mean	0.0718402650594074	0.0540334659975287	0.0613511080285054	27.2781025791015	0.00117748417297654	0.00189773123956873	0.0022863584995005	0.0223367589432878	0.0540334659975287
stdev	5.66966060650361	4.82705768996226	3.12335736783626	1575.93869251246	0.0456414938407743	0.0711776795409065	0.182344080361229	4.92007924416738	4.82705768996226
variance	32.1450513929389	23.3004859422237	9.75536124721705	2483582.76255787	0.00208314596001744	0.00506626206482797	0.0332493636427823	24.2071797688867	23.3004859422237
median	-12823.7861482834	-12694.7576865774	-128.964145344956	3614.54270554988	0.49843230906362	0.698116182606339	6.77101347534561	227.888766896871	-12694.7576865774
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3634.28140464915	0.498858203560551	0.69132402452916	6.77285833179401	227.846470051129	NaN
HPD95.lower	-12853.1369742958	-12721.5227967251	-144.826868858775	943.139085639503	0.337471405042073	0.352706293909709	6.00639680534937	205.809981881801	-12721.5227967251
HPD95.upper	-12815.5699072101	-12687.8367329374	-124.096339761866	6793.67201530371	0.579804800798452	0.805719373421538	7.08160256070851	236.019920036111	-12687.8367329374
ACT	1444.98798837578	1127.72493634968	3472.51375364595	2696.44886531582	5990.08472591482	6397.70590229321	1414.97194333667	185.497742534716	1127.72493634968
ESS	6228.49468120248	7980.75817063365	2591.8111888111	3337.76030977909	1502.49961591745	1406.76988555757	6360.62081823102	48518.6497529241	7980.75817063365
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
