trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15757.5133034146	-15611.1734602233	-146.339843191361	3624.51307000617	0.389772377937041	0.762151005131602	9.35704112943135	308.287070496598	-15611.1734602233
stderr.of.mean	0.0809309397927872	0.0670451872831068	0.0556153479875374	23.9475373269971	0.00107515287317266	0.00185264237891117	0.00374418045474958	0.0267477839810826	0.0670451872831068
stdev	5.6911593760347	5.08025181334224	2.76547842073667	1417.86901152047	0.036916148061536	0.0651934734651008	0.229380741616784	5.7790375662243	5.08025181334224
variance	32.3892950434276	25.8089584869671	7.64787089556017	2010352.53383003	0.00136280198770125	0.0042501889824448	0.0526155246246658	33.3972751918316	25.8089584869671
median	-15757.1625412256	-15610.8751909268	-146.203921003952	3358.39226488038	0.387928628739283	0.766787838257729	9.35047678243518	308.268587535653	-15610.8751909268
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3382.2728397377	0.388038267991839	0.759266988460946	9.35423517924724	308.232900076377	NaN
HPD95.lower	-15787.1892594313	-15639.610137974	-162.129768471621	793.257584327613	0.263126371060618	0.459503495653786	8.49777688940954	281.901663782073	-15639.610137974
HPD95.upper	-15748.7796035732	-15603.365515335	-142.042611452782	6297.79481972674	0.453050401706483	0.861024543709739	9.74445022799358	317.828493857212	-15603.365515335
ACT	1819.99494139586	1567.49890763226	3639.91531273073	2567.39094699022	7633.96546147326	7268.04247552689	2397.96117940512	192.800026149074	1567.49890763226
ESS	4945.12363484775	5741.69459141433	2472.61247219732	3505.54324831242	1178.95477067866	1238.31142020776	3753.2300678165	46681.0102662593	5741.69459141433
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
