trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13294.1338935119	-13154.9697631743	-139.164130337653	3093.44637441852	0.463162690499087	0.712874377144817	7.36261700475625	241.026278201998	-13154.9697631743
stderr.of.mean	0.0843186812664411	0.0652107364290956	0.05588849205629	21.6730294500694	0.001117944038045	0.00185410248484758	0.0030902848188677	0.0232617622745375	0.0652107364290956
stdev	5.72727858469439	5.06847820065497	3.0238301273447	1228.49759317098	0.0431167843318018	0.069934066382943	0.214694771691582	5.03460887419477	5.06847820065497
variance	32.801719986699	25.6894712705147	9.14354863903743	1509206.3364269	0.00185905709111511	0.00489077364085388	0.0460938449917003	25.3472865161207	25.6894712705147
median	-13293.7730926083	-13154.6197031376	-139.045414638125	2855.65193579799	0.461103848260888	0.717057680645067	7.35320645918724	240.983929892071	-13154.6197031376
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2880.8100710098	0.461174142152009	0.709331675055512	7.35949988981772	240.973699513734	NaN
HPD95.lower	-13323.1447771425	-13179.4987071182	-159.926429473513	630.57428108025	0.32392996500107	0.403103056085066	6.53844152814336	219.694305625816	-13179.4987071182
HPD95.upper	-13285.3713829608	-13147.2305984923	-134.39681946168	5405.11257174859	0.537762063349438	0.822827750727468	7.73053900716038	249.39105690126	-13147.2305984923
ACT	1950.71356357691	1489.79170894135	3074.48595783078	2801.12914141282	6050.48112947814	6326.04706065283	1864.64683864804	192.130477294102	1489.79170894135
ESS	4613.74758859883	6041.18008308388	2927.35114859659	3213.02572842485	1487.50154035705	1422.70519231187	4826.70488237093	46843.6873043477	6041.18008308388
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
