trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14758.3003258739	-14581.6896013011	-176.610724572757	955.830088977207	0.319848927029136	0.71397848750791	10.2015038978459	272.896617648954	-14581.6896013011
stderr.of.mean	0.0532180137535458	0.0491808126516009	0.039431622176679	4.08186562285076	0.000520455018707253	0.00120525181468266	0.00349212459788284	0.0218622418884491	0.0491808126516009
stdev	4.98382689694166	4.6136891139802	2.46414663331836	304.414632833008	0.0305690965758422	0.0707424643954524	0.270859384481775	5.42000213189914	4.6136891139802
variance	24.8385305386792	21.2861272404594	6.0720186304942	92668.2686828548	0.000934469665463165	0.00500449626874186	0.0733648061618461	29.3764231097912	21.2861272404594
median	-14757.9627789909	-14581.3663320903	-176.499376339467	905.924013953296	0.318221943752879	0.717477780021055	10.195180896956	272.876200751324	-14581.3663320903
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	911.825480372021	0.318396831163705	0.71034536530333	10.1979137671407	272.842789134281	NaN
HPD95.lower	-14785.6060482369	-14604.8571062895	-189.656849077824	262.557113366628	0.213473183998446	0.389845562526174	9.13694250168026	249.231966072271	-14604.8571062895
HPD95.upper	-14750.7451853382	-14574.6870688621	-172.770601146878	1517.30079915379	0.37299258230725	0.823388240855342	10.6574188920354	281.855006393729	-14574.6870688621
ACT	1026.20454330073	1022.67409891183	2304.61668469761	1618.18759301294	2608.81752321925	2612.38828595139	1496.00896659595	146.430985382177	1022.67409891183
ESS	8770.27884816383	8800.5553377919	3905.24813074539	5561.83970193625	3449.87716461441	3445.1616738598	6016.07356704486	61463.0843090365	8800.5553377919
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
