trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-18977.8383038068	-18834.194686623	-143.643617183854	6110.10081935044	0.33581016593738	0.815211345018429	11.9314740060381	411.565985417439	-18834.194686623
stderr.of.mean	0.0841979875916294	0.0744299971907075	0.0899651131229362	49.0843934315954	0.00115519429234904	0.00203942139176301	0.00512372458920593	0.035650988243448	0.0744299971907075
stdev	5.61952571595975	5.0024770154006	3.09741334144125	2428.69318341604	0.0301812908009897	0.0550389466628449	0.251971582103364	6.7958199949015	5.0024770154006
variance	31.5790692723329	25.0247762896113	9.59396940773827	5898550.57917155	0.000910910314413908	0.00302928564975549	0.0634896781876724	46.183169403103	25.0247762896113
median	-18977.4934677102	-18833.9250035941	-143.514498980707	5668.83898746879	0.334564985530134	0.820564887847373	11.9284255632746	411.541487431828	-18833.9250035941
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5687.09292573455	0.334461176385283	0.813292194794433	11.9288156832923	411.509885722362	NaN
HPD95.lower	-19005.9288964677	-18859.1823310444	-160.516559703826	1320.5295846212	0.230269251974136	0.499427331069139	10.8726506432805	381.785569919979	-18859.1823310444
HPD95.upper	-18969.2090739232	-18826.4811877644	-138.757855361196	10724.7734723519	0.387914157621299	0.896347118810379	12.3536006677895	422.81698826794	-18826.4811877644
ACT	2020.44301788034	1992.36227941111	7592.63357096567	3676.07242037031	13184.9035916636	12357.0903645304	3721.43929075716	247.686263438416	1992.36227941111
ESS	4454.51810338213	4517.30094120241	1185.3726267545	2448.29235412434	682.606432229847	728.334885842846	2418.44600887439	36336.6941511383	4517.30094120241
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
