trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-18200.6300416422	-18058.4766911378	-142.153350504443	5497.3779904422	0.349843562506	0.798427803621248	11.1136816467391	382.428874529243	-18058.4766911378
stderr.of.mean	0.0819685981388843	0.0772460914687239	0.0539886349332551	39.8366872305599	0.00103469872542337	0.00191440699448769	0.00542976730819466	0.0314241382319119	0.0772460914687239
stdev	5.63295976929025	5.01003998965416	2.70761256609867	2115.47034188655	0.0313326341374026	0.0580780803310453	0.246462938065352	6.48996911020314	5.01003998965416
variance	31.7302357624424	25.1005006979339	7.33116580809543	4475214.76740159	0.000981733961988329	0.00337306341493935	0.0607439798398056	42.119699051391	25.1005006979339
median	-18200.2601386676	-18058.121822014	-142.031499919521	5107.51935259955	0.348665511294631	0.803747460259365	11.1061229441797	382.4049886472	-18058.121822014
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5137.11173651852	0.34844618161512	0.79624427481381	11.1109531640503	382.373800839319	NaN
HPD95.lower	-18229.4149260087	-18087.3260041925	-158.040390898949	1328.00741524322	0.232267226575569	0.48261697104348	10.1487022849784	355.644635613791	-18087.3260041925
HPD95.upper	-18192.0204543959	-18050.8641469973	-137.919919981613	9460.17380512021	0.403220393111833	0.883971122866342	11.5281943046731	393.1371114091	-18050.8641469973
ACT	1905.74252813447	2139.50424592688	3578.27868050676	3191.50154486969	9814.68854436935	9778.82215754644	4368.19184151676	211.000751943266	2139.50424592688
ESS	4722.62116583513	4206.62871650482	2515.2037623647	2820.02056820796	917.003118266379	920.366466942495	2060.37196316793	42654.3503618411	4206.62871650482
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
