trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14795.2794585419	-14654.8456303933	-140.433828148675	3438.48398994396	0.397084406090677	0.691014007640024	8.46715277511816	279.229707517276	-14654.8456303933
stderr.of.mean	0.0951200421813868	0.0910139845846007	0.0563414909032604	23.8673136172387	0.000998413061755511	0.00198827373327365	0.0046003889504973	0.0246310537809229	0.0910139845846007
stdev	5.90855509127401	5.39339902238549	3.07895709031685	1312.79277701704	0.0366705585385187	0.072732545701488	0.246050346884568	5.45220885178571	5.39339902238549
variance	34.91102326662	29.0887530146687	9.47997676401238	1723424.87538812	0.00134472986352693	0.00529002320421904	0.060540773202016	29.7265813634904	29.0887530146687
median	-14794.8629303382	-14654.440955196	-140.340743190691	3199.86144704711	0.394988088350823	0.693792651962249	8.46040567729603	279.195790262814	-14654.440955196
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3216.26403063435	0.395407000768942	0.687061762021878	8.46358398355854	279.176485451842	NaN
HPD95.lower	-14826.3802649951	-14686.3407491733	-155.038587425689	844.712255883674	0.263821139834741	0.338720010881714	7.51946408322591	255.484389498436	-14686.3407491733
HPD95.upper	-14786.271727567	-14646.6616860774	-135.538940284006	5893.54980848927	0.460289199211753	0.805612384291596	8.88238154001671	288.307473644968	-14646.6616860774
ACT	2332.51260466792	2562.91180522227	3013.64371268781	2974.79629446868	6671.56878060133	6725.69676311913	3146.18060465836	183.680700642572	2562.91180522227
ESS	3858.54292147817	3511.66980528207	2986.45123911246	3025.45085750401	1349.02304030339	1338.16618812682	2860.64315146883	48998.6153608674	3511.66980528207
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
