trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-16273.8237575817	-16126.3126844002	-147.511073181583	3601.13350627893	0.373060976478415	0.76316809920319	9.79051776913857	322.937873300635	-16126.3126844002
stderr.of.mean	0.075230327155175	0.0623569302168825	0.0597739481366048	23.6764012292141	0.000882804194629614	0.00165345604574497	0.00313615699644278	0.0264635798785295	0.0623569302168825
stdev	5.63553254210145	5.13326761668046	2.78013364826785	1345.75783842847	0.0342947241969402	0.0639556187458558	0.225290811150784	5.9023610791576	5.13326761668046
variance	31.7592270330845	26.3504364244602	7.7291431022311	1811064.15969166	0.00117612810774419	0.00409032116916527	0.0507559495889784	34.8378663087544	26.3504364244602
median	-16273.4767837369	-16125.9596250751	-147.43149189019	3356.29454355319	0.371491281808797	0.767721489886997	9.78685836425257	322.934429078107	-16125.9596250751
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3377.00480741254	0.37149612750653	0.760397592051893	9.78792849840655	322.883925692536	NaN
HPD95.lower	-16305.0068423798	-16154.3448883234	-161.85869556726	852.552298862536	0.243946374013258	0.456187226010766	8.97128110825934	298.57310902123	-16154.3448883234
HPD95.upper	-16265.1727249375	-16118.5082666415	-143.101783050932	6142.32359489717	0.431431748632573	0.859833914995321	10.1666433472984	332.662401568919	-16118.5082666415
ACT	1603.83056727173	1328.07973828672	4160.39960099659	2785.73663383448	5963.7119183282	6015.48167888221	1744.01872219778	180.920653499488	1328.07973828672
ESS	5611.62767667537	6776.77683089311	2163.27777693376	3230.77920959515	1509.14399006097	1496.15616511567	5160.55239857647	49746.117018229	6776.77683089311
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
