trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14860.0906458178	-14719.4113961788	-140.679249638959	3586.53637543493	0.407101467493314	0.722637050985712	8.53217106411067	283.186470614156	-14719.4113961788
stderr.of.mean	0.0780603066959187	0.0592662077377633	0.0701437701790106	25.6558130531561	0.00100794957463973	0.00190374851742342	0.00293674044928315	0.0249200166844006	0.0592662077377633
stdev	5.605928387438	4.98532754466636	3.13191563886351	1397.92822062967	0.0370414808144478	0.0684248097963066	0.218828691342334	5.51856266302065	4.98532754466636
variance	31.4264330850832	24.8534907276092	9.80889556895783	1954203.31003284	0.00137207130092711	0.00468195459566073	0.0478859961545983	30.4545338656856	24.8534907276092
median	-14859.6905887948	-14719.0192358824	-140.591877464475	3325.84663152083	0.405350272862008	0.727127023521577	8.52737515683804	283.159125906134	-14719.0192358824
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3346.80452850706	0.405424807174338	0.719290016753381	8.52936953520469	283.132697468526	NaN
HPD95.lower	-14890.4273948942	-14747.8596613381	-155.708601472506	838.779968570776	0.275402548270309	0.411648442772669	7.63028188483526	259.912949701817	-14747.8596613381
HPD95.upper	-14851.6140181756	-14711.9526812933	-135.690914577494	6195.51836015226	0.471401558811979	0.828409461506425	8.90088853257491	292.329298019324	-14711.9526812933
ACT	1745.05019955345	1271.9481041559	4514.40594280592	3031.40756113832	6664.1296978084	6966.81804315888	1620.93318342853	183.521609883009	1271.9481041559
ESS	5157.50206057288	7075.83899892892	1993.6399415614	2968.9508317451	1350.52893747848	1291.85231252562	5552.41887328344	49041.091159441	7075.83899892892
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
