trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15593.4706196458	-15459.7474670163	-133.723152629539	5447.17881866056	0.428633746234095	0.783421657957846	8.941137792886	305.888322095586	-15459.7474670163
stderr.of.mean	0.107032886862188	0.0974266063064682	0.056312827128021	41.3101436241723	0.00118072009966062	0.001899110900723	0.00443159925999198	0.0269146666416648	0.0974266063064682
stdev	6.06296456913002	5.36762826494881	2.69362002579874	2169.95454856642	0.0378294201652215	0.059505882988206	0.219295844649787	5.74096118617477	5.36762826494881
variance	36.759539366526	28.8114331906774	7.25558884338402	4708702.74284408	0.00143106503003687	0.00354095011020607	0.0480906674806636	32.9586353411653	28.8114331906774
median	-15593.1285340559	-15459.4208499456	-133.581962749322	5037.75179538207	0.427291916431779	0.788816835848518	8.93481897125161	305.833175240563	-15459.4208499456
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5065.9507548614	0.426966958992301	0.781086179301786	8.93845325794176	305.834453815733	NaN
HPD95.lower	-15626.9812641793	-15491.7325595101	-148.371983882762	1198.42669084537	0.28855999872988	0.465904508057	8.10589242797135	280.224067354629	-15491.7325595101
HPD95.upper	-15584.1107059294	-15451.498725436	-129.548857084605	9558.6162706787	0.492831234628339	0.871259007289591	9.3118223363224	315.403795098067	-15451.498725436
ACT	2804.83247599247	2965.05529494644	3933.54848309165	3261.77984322596	8767.52580685374	9166.91817307413	3675.38354629203	197.811391630637	2965.05529494644
ESS	3208.78343966528	3035.39027259948	2288.03586346702	2759.26041381712	1026.52677599927	981.802153141923	2448.75123552205	45498.3907944262	3035.39027259948
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
