trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-18015.4259396917	-17846.3407732655	-169.085166426247	2319.51407953749	0.306514627890888	0.80311847602575	12.279967988198	376.29409218955	-17846.3407732655
stderr.of.mean	0.0654404451619731	0.0482575821316176	0.0529542125429146	12.6171495389664	0.00072838207721469	0.00136749601904622	0.00442445326949358	0.0299312416119949	0.0482575821316176
stdev	5.14490064328652	4.67559715900066	2.56983116682252	818.954364350189	0.0288849542059963	0.0582830683555395	0.297491676875993	6.45454380076634	4.67559715900066
variance	26.4700026292901	21.861208793255	6.60403222597237	670686.250888223	0.000834340579482501	0.00339691605693648	0.0885012978104903	41.6611356760111	21.861208793255
median	-18015.0771653912	-17845.9923326076	-168.978012045743	2171.77253247045	0.305523219495535	0.808956537603737	12.2666318561157	376.234408691345	-17845.9923326076
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2191.0982391969	0.305161011541988	0.800930916161903	12.2763767691396	376.238746982863	NaN
HPD95.lower	-18044.9269751697	-17873.2628689137	-182.878958999523	547.92527308017	0.19928573239544	0.491566743735885	11.1881793700249	350.166449444871	-17873.2628689137
HPD95.upper	-18007.6329821176	-17839.295201802	-165.046261031837	3852.08339371533	0.355829748805148	0.888580341990313	12.7871797257702	387.010841641122	-17839.295201802
ACT	1456.0658456289	958.736925040829	3821.50431247023	2136.21817999614	5722.91959722299	4954.61411903892	1990.72877960393	193.535603100897	958.736925040829
ESS	6181.10783040356	9387.45527050262	2355.11967646644	4213.09961888643	1572.64134976966	1816.50877016146	4521.00762907072	46503.588258683	9387.45527050262
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
