trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-16744.0815748879	-16587.384043595	-156.697531292952	2883.67937743952	0.349533871063769	0.786990032728088	10.8032806406675	338.116529318392	-16587.384043595
stderr.of.mean	0.0817150907336221	0.0753503834730678	0.0600129455726384	18.3838339727008	0.00087080522419183	0.00159667562183762	0.00458561021567351	0.0263914119180694	0.0753503834730678
stdev	5.64686506284725	5.08430755224921	2.59177537429389	1056.73366899639	0.0322574072633896	0.0603955892229746	0.250572049795483	6.04629669974903	5.08430755224921
variance	31.8870850380049	25.8501832858584	6.71729959079626	1116686.04719057	0.00104054032335618	0.00364762719759028	0.0627863521387101	36.557703781396	25.8501832858584
median	-16743.7215357517	-16587.0599942895	-156.589767838022	2692.95683302787	0.34835708709467	0.792906836223905	10.7992323207745	338.105406956004	-16587.0599942895
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2711.42969165399	0.348049382665774	0.784592508410166	10.8003767538208	338.062463357379	NaN
HPD95.lower	-16776.6942381155	-16614.9870971749	-170.849901413417	740.564189657224	0.234935567682026	0.496345534066105	9.81985577098131	311.105334818222	-16614.9870971749
HPD95.upper	-16735.4676858842	-16579.6210833565	-152.640749019852	4871.97380500041	0.404719129825785	0.875930605516596	11.2202869357995	348.119666626066	-16579.6210833565
ACT	1884.65657501748	1976.74121047688	4825.44842382058	2723.85257351375	6558.81900228808	6290.21446727344	3014.19628599125	171.47027734491	1976.74121047688
ESS	4775.45889224752	4552.99861828083	1865.13235859521	3304.18029504069	1372.21350320237	1430.80971989516	2985.9037521308	52487.8138611535	4552.99861828083
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
