trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-16233.2312926916	-16065.2740324227	-167.957260268856	1583.07296032716	0.308678461328372	0.698835491270576	10.6958979083139	312.270351341293	-16065.2740324227
stderr.of.mean	0.0529008638226386	0.0437996428001526	0.0412526158476541	8.05484026524248	0.000540107406880604	0.0014508734917035	0.00353709805824257	0.0250160068300205	0.0437996428001526
stdev	5.01630147764518	4.56469202149115	2.63465715909797	532.728042282465	0.0274825533294912	0.0691742263979615	0.26707753231333	5.7940136229659	4.56469202149115
variance	25.1632805146252	20.8364132510649	6.94141834598619	283799.167034108	0.000755290737508328	0.00478507359775643	0.0713304082665778	33.5705938631144	20.8364132510649
median	-16232.8827206019	-16064.9481014983	-167.87697743511	1490.19336688673	0.307278540342365	0.702160375427798	10.6909005401953	312.249597965889	-16064.9481014983
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1502.33100685956	0.307461742070614	0.695304670441756	10.6925671538097	312.216594095188	NaN
HPD95.lower	-16265.9343228802	-16091.9197236644	-186.101654824057	446.81722467309	0.21368312408438	0.37690844081741	9.4904130262622	287.332470951847	-16091.9197236644
HPD95.upper	-16225.6057255026	-16058.3694809523	-163.765777858887	2577.31627577898	0.356154921441712	0.807163172702251	11.1432722054133	321.87206360141	-16058.3694809523
ACT	1000.92325088074	828.630060971489	2206.46618070968	2057.5256485685	3476.07082676893	3959.25049238429	1578.56329137917	167.771991217877	828.630060971489
ESS	8991.79831428687	10861.421065811	4078.96575922376	4374.23465717752	2589.1589810803	2273.1827696459	5701.45020421496	53644.8303120634	10861.421065811
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
