trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-20062.371711207	-19893.0546801581	-169.317031048922	2982.36574365672	0.284266700291225	0.829219266417745	13.9962014012114	441.880643598705	-19893.0546801581
stderr.of.mean	0.0755863111375514	0.0850237361917659	0.0584508275370084	19.7813679777436	0.000778353982442203	0.00154278278852024	0.00747285955428927	0.0321422908161111	0.0850237361917659
stdev	5.41596144417331	5.00782305887624	2.61436923228622	1069.33086107273	0.0272185285222428	0.0546396143440926	0.31896039994345	7.07067453047595	5.00782305887624
variance	29.3326383647719	25.0782917890126	6.83492648272485	1143468.49044254	0.000740848294916145	0.00298548745567117	0.101735736732086	49.9944383159212	25.0782917890126
median	-20062.015272652	-19892.7090687052	-169.19407544953	2798.60538059368	0.282979640931105	0.83486796353053	13.9890495292865	441.831675564287	-19892.7090687052
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2811.67611731597	0.282972944299082	0.827364870063195	13.9925725275848	441.824077172028	NaN
HPD95.lower	-20095.58593542	-19924.3071315642	-186.280030728599	712.435121455916	0.192867130612343	0.553196861966129	12.7764347310638	414.706791240843	-19924.3071315642
HPD95.upper	-20054.1071031531	-19885.4412698419	-165.241647767932	4998.65294095789	0.330741879314208	0.909073874367226	14.5318680760101	453.56455342781	-19885.4412698419
ACT	1752.98291400377	2594.32827336891	4498.73063474348	3079.859830541	7359.82566821827	7175.24655802922	4940.17820428909	185.983522212273	2594.32827336891
ESS	5134.16299046749	3469.14463076516	2000.58655001317	2922.24337963428	1222.86863924846	1254.32623495408	1821.81687134	48391.9214613417	3469.14463076516
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
