trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-12538.747331191	-12397.122354661	-141.624976529995	2301.11922186687	0.465217232254466	0.666300172170083	6.93084065560044	218.929143033943	-12397.122354661
stderr.of.mean	0.0821205948922244	0.0622865152954072	0.0490699446256257	13.3376496549341	0.000971369003367554	0.00175013179043939	0.00256850138476139	0.0226896872017145	0.0622865152954072
stdev	5.80349248666417	5.23607565933152	2.92854344773515	866.627375989922	0.0425745008198899	0.073427883357401	0.194737228091986	4.78786906198839	5.23607565933152
variance	33.6805250427674	27.416488310244	8.57636672527249	751043.008815178	0.00181258812006281	0.00539165405434809	0.0379225880049503	22.9236901547456	27.416488310244
median	-12538.3676850212	-12396.756353227	-141.554684920889	2148.79250255328	0.462945507160157	0.66884782453929	6.9260834152819	218.898963979666	-12396.756353227
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2157.17923874884	0.463286550651678	0.662128730174254	6.92811016948423	218.87679997161	NaN
HPD95.lower	-12572.4536681931	-12424.3658218532	-158.795099521065	511.089686768167	0.314470856214609	0.341476886800659	6.17102190548536	198.695235274616	-12424.3658218532
HPD95.upper	-12529.7868835276	-12389.1509636382	-136.957396383474	3929.01514505186	0.538278330033324	0.782101902228952	7.25943555739016	226.874713247236	-12389.1509636382
ACT	1802.05412072743	1273.55806802755	2526.79670559375	2131.75020054837	4685.02445276251	5112.83759564004	1565.68413148939	202.122656341766	1273.55806802755
ESS	4994.35610533549	7066.89410239386	3561.8615380002	4221.92994173746	1921.03586453922	1760.29451975451	5748.34975905292	44527.9127184132	7066.89410239386
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
