trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15589.4900696389	-15457.268359953	-132.221709685963	5463.59450831513	0.424183922131082	0.767935866933385	8.78580304982511	304.638931102396	-15457.268359953
stderr.of.mean	0.0901752951850909	0.0613259558313113	0.0601275969456834	41.3064844545429	0.00114533202383557	0.00191617206142579	0.00280181232533579	0.0271319923825652	0.0613259558313113
stdev	5.62177911889846	4.83741126574977	2.91815994023271	2184.64892016163	0.0388060185369056	0.0642725494756848	0.213072528825588	5.75234468629323	4.83741126574977
variance	31.6044004616827	23.4005477540028	8.51565743677895	4772690.90436336	0.00150590707468666	0.00413096061610435	0.045399902540131	33.089469389926	23.4005477540028
median	-15589.1514303069	-15456.9607383548	-132.12618320029	5058.87444026333	0.422667334004903	0.773598094659295	8.78155522271644	304.610272191138	-15456.9607383548
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5077.2604230397	0.422417640405031	0.765146524730555	8.78322284919873	304.584623398568	NaN
HPD95.lower	-15620.0449083012	-15485.4629053118	-146.175676835112	895.297597322397	0.288182424555375	0.467603965713793	7.93632401139364	279.481720239976	-15485.4629053118
HPD95.upper	-15580.9277724703	-15449.8841389763	-127.573831034389	9582.55154418077	0.490327115698757	0.86387356482451	9.14449219971975	314.191900193695	-15449.8841389763
ACT	2315.6349646676	1446.45570177505	3820.95586485375	3217.47861484299	7839.83899166454	7999.45615264239	1556.2009342742	200.223975094243	1446.45570177505
ESS	3886.66613577927	6222.17465004653	2355.457722709	2797.25246921003	1147.99551490395	1125.08898458392	5783.37912655064	44950.1614168022	6222.17465004653
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
