trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15999.9575364082	-15857.4128524329	-142.544683975239	4311.61538279847	0.398648528850875	0.792914521066294	9.59183075606958	320.485600577001	-15857.4128524329
stderr.of.mean	0.070000707845796	0.0568682252086594	0.0663093981550804	30.3780197284071	0.00105793681728522	0.00173497764053079	0.00403308974207234	0.0271134112045334	0.0568682252086594
stdev	5.64582213560489	5.01921219600961	2.86260241171464	1686.56837658808	0.0370649113828999	0.0600989295579202	0.228875841086092	5.90792692227475	5.01921219600961
variance	31.8753075868862	25.1924910685716	8.1944925675545	2844512.88890695	0.00137380765582222	0.00361188133400785	0.0523841506328658	34.9036005189388	25.1924910685716
median	-15999.5466336783	-15857.0351530955	-142.445893691736	3992.81359864487	0.397179639419028	0.798770345311974	9.58528800936102	320.42007413716	-15857.0351530955
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4022.16406172461	0.396935728699243	0.790560113770235	9.58910584629152	320.43115631608	NaN
HPD95.lower	-16028.9480936445	-15884.1474050318	-157.919089161984	942.018947373285	0.265546470477298	0.492380934281914	8.76374874084764	294.841977221093	-15884.1474050318
HPD95.upper	-15991.3631610083	-15849.8335469897	-138.029747355784	7467.26575726166	0.462035233328878	0.882354443272133	9.97895994138167	330.323212194766	-15849.8335469897
ACT	1383.54404156123	1155.34248926111	4829.14911717652	2919.80281577896	7332.22932655434	7500.61372721517	2794.59176147379	189.557338071992	1155.34248926111
ESS	6505.10553306569	7789.98442769634	1863.70306271721	3082.43418061055	1227.47115497401	1199.9151439227	3220.54194965979	47479.5652415304	7789.98442769634
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
