trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13287.3840559018	-13150.366294694	-137.017761207841	3271.45764805183	0.472870783926724	0.715505607216922	7.3159681258934	239.369726411592	-13150.366294694
stderr.of.mean	0.0723739912660198	0.082110771305446	0.0653606596072653	22.2402224891968	0.00120729755467529	0.00192939440625156	0.00384738740686636	0.0225252115692544	0.082110771305446
stdev	5.50962540984414	4.88069615607663	2.93341760044804	1284.67528076806	0.0441815369833209	0.0702953800800928	0.204071261923177	5.03568341661531	4.88069615607663
variance	30.3559721568002	23.8211949679412	8.60493881861832	1650390.57701649	0.00195200821020855	0.00494144046060471	0.041645079942918	25.3581074723744	23.8211949679412
median	-13287.0089938371	-13150.0616393878	-136.883691954499	3023.23730397539	0.470787016273918	0.719323195757716	7.3088151080821	239.323886202918	-13150.0616393878
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3048.37157826875	0.47081724904952	0.711928841615383	7.31312994930665	239.316768950903	NaN
HPD95.lower	-13317.8464319972	-13180.2613901666	-153.632647413786	501.63624887963	0.293067390025911	0.340783205803101	6.52294157408717	219.250253608751	-13180.2613901666
HPD95.upper	-13279.0137567093	-13142.9301676542	-132.411091926874	5719.5553375075	0.54926200103241	0.824234081124258	7.66355163013053	247.745441556325	-13142.9301676542
ACT	1552.97123269975	2547.29491755344	4468.14826047747	2697.32966775581	6720.31316236284	6780.0199631743	3198.97353763714	180.079148673382	2547.29491755344
ESS	5795.40677283112	3533.19905676418	2014.27962442729	3336.67037722094	1339.23818467347	1327.44446902577	2813.43371369297	49978.5792319793	3533.19905676418
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
