trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-11808.3887045651	-11654.5168810907	-153.87182347448	1389.65352468482	0.473465350245909	0.688273539878408	6.82278260538885	199.60227935685	-11654.5168810907
stderr.of.mean	0.0719695293287976	0.061842548611525	0.0386861499400915	7.65673375504766	0.000902406633445675	0.00149517597657357	0.00270312136145449	0.0203619907859512	0.061842548611525
stdev	5.54014468304322	5.0125118184937	2.42884485696604	513.703901505074	0.0454684727220023	0.0739407520275939	0.208440024636044	4.57224881618859	5.0125118184937
variance	30.6932031090521	25.1252747305391	5.89928733921039	263891.698421535	0.00206738201167147	0.00546723481040613	0.0434472438702745	20.9054592371379	25.1252747305391
median	-11808.0136648515	-11654.1512846916	-153.764707899446	1294.87485382444	0.471223616179487	0.692264568350546	6.81501900071576	199.554269278498	-11654.1512846916
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1306.28602116961	0.471296619538265	0.68415245823395	6.819607871475	199.549915894066	NaN
HPD95.lower	-11836.0962731749	-11683.2871017281	-171.366776951053	308.004124233147	0.314261976208507	0.380843686110774	5.98094611322175	179.200258694064	-11683.2871017281
HPD95.upper	-11800.0118104278	-11646.9607382491	-150.086563350063	2356.82020187473	0.551703699314145	0.802583033998797	7.17787628059697	207.214580116318	-11646.9607382491
ACT	1518.78962240909	1369.95546253004	2283.25270469453	1999.4192665099	3545.08240204262	3680.09816727187	1513.60086363586	178.493855414325	1369.95546253004
ESS	5925.83717139448	6569.62963115498	3941.78882674492	4501.35704439328	2538.75622039541	2445.61410889535	5946.1514698007	50422.4640064426	6569.62963115498
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
