trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-11426.9677640653	-11307.491289134	-119.476474931335	4808.84111399127	0.605014098024009	0.69341203459697	5.62338766990522	194.411494460017	-11307.491289134
stderr.of.mean	0.0899439473782547	0.0695454762331051	0.0502537912034426	34.8056506245571	0.00169090188842776	0.00225757950255765	0.00188277129599139	0.0206952404933976	0.0695454762331051
stdev	6.08429433916691	5.27081420188367	2.95073375148454	1997.30138747772	0.0566689199640988	0.0729022975511452	0.161144675005474	4.49032339112912	5.27081420188367
variance	37.0186376056185	27.7814823507785	8.70682967215	3989212.83242042	0.00321136648989743	0.00531474498823571	0.0259676062826197	20.1630041569213	27.7814823507785
median	-11426.5538428338	-11307.129069042	-119.399060813738	4425.97888407753	0.601405908656494	0.69554290585065	5.61915909718767	194.392520057696	-11307.129069042
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4451.15072871847	0.602395575529215	0.689469473031034	5.62108257259028	194.359629295819	NaN
HPD95.lower	-11460.2101306428	-11336.8196172851	-134.151094095982	954.383375662115	0.420158094689212	0.407595122184318	4.99053858443046	174.334728102387	-11336.8196172851
HPD95.upper	-11417.7097396888	-11299.5011063755	-114.778073584833	8520.46299579481	0.703609796689664	0.80816476510876	5.89545487572603	201.833849807738	-11299.5011063755
ACT	1966.82611058061	1566.84077636378	2610.47851237617	2733.09554923578	8012.89508512062	8630.70325842296	1228.58647138748	191.173734887965	1566.84077636378
ESS	4575.95104701105	5744.10631620581	3447.68208484801	3293.00598455717	1123.20202678212	1042.80030612992	7325.57309526282	47078.1198331163	5744.10631620581
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
