trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13855.9009925926	-13718.2452357591	-137.655756833497	3241.33259660628	0.427225635195039	0.677826760224278	7.85759235475172	254.590228255367	-13718.2452357591
stderr.of.mean	0.0820769070646304	0.0722645615588283	0.0829731840448682	23.6529424231276	0.00114811054184275	0.00213679167945606	0.00316840141811317	0.0229627431416764	0.0722645615588283
stdev	6.02162547718936	5.47442362115514	3.28944079722271	1282.05485430658	0.0384384669102277	0.0731828225478314	0.20762331845035	5.19637908847773	5.47442362115514
variance	36.259973387536	29.9693139838613	10.8204207584332	1643664.64945107	0.00147751573840867	0.00535572551606738	0.0431074423643353	27.0023556311686	29.9693139838613
median	-13855.4647081435	-13717.8458532147	-137.551755936174	2986.13221943645	0.426120464121186	0.68214106817984	7.85282071699663	254.534191339491	-13717.8458532147
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3018.86987873734	0.425497183966708	0.673717451384277	7.85485322687525	254.537207660588	NaN
HPD95.lower	-13895.5486248263	-13751.3005601766	-154.499117550004	827.078850435128	0.292534482569044	0.368642452677021	7.07326957309374	232.988256136246	-13751.3005601766
HPD95.upper	-13846.7639449715	-13709.9429735635	-132.452227500935	5690.35095890167	0.492683961329939	0.790842186567382	8.20542718678825	263.235458394761	-13709.9429735635
ACT	1672.07977248597	1568.25417275532	5726.29704616171	3063.37133216685	8029.30218389864	7672.70615422325	2095.90045129445	175.747191006246	1568.25417275532
ESS	5382.5781210301	5738.92941358315	1571.71378422164	2937.9722613105	1120.90687258578	1173.00204375038	4294.1447884328	51210.4913226187	5738.92941358315
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
